ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001723596-24-000171	2625270	Common Stock				41572.0				I		By Spouse	
0000950170-24-042950	2691819	Common Stock				22463.0				D			
0001723596-24-000170	2778779	Common Stock				6704.0				I		By Stock Award	F2
0001723596-24-000170	2778780	Common Stock				6808.0				I		By Stock Award II	F3
0001723596-24-000170	2778781	Common Stock				2743.0				I		By Stock Award III	F4
0001723596-24-000170	2778782	Common Stock				3018.0				I			
0001723596-24-000170	2778777	Common Stock				27365.0				D		By IRA	
0001723596-24-000170	2778778	Common Stock				44447.0				I		By Roth IRA	
0001723596-24-000169	2377498	Common Stock				2743.0				I		By Stock Award III	F4
0001723596-24-000169	2377497	Common Stock				6808.0				I		By Stock Award II	F3
0001723596-24-000169	2377496	Common Stock				46280.0				I		By Stock Award	F2
0001723596-24-000169	2377495	Common Stock				30950.0				D		By SEP-IRA	
0001723596-24-000169	2377499	Common Stock				3018.0				I			
0001723596-24-000168	2394486	Common Stock				7597.0				I			
0001723596-24-000168	2394484	Common Stock				1298.0				I		By Stock Award II	F3
0001723596-24-000168	2394483	Common Stock				14.0				I		By Stock Award	F2
0001723596-24-000168	2394482	Common Stock				45.0				I		By SIM	
0001723596-24-000168	2394481	Common Stock				982.0				I		By SERP	
0001723596-24-000168	2394480	Common Stock				649.0				D		By ESOP	
0001723596-24-000168	2394485	Common Stock				8527.0				I		By Stock Award III	F4
0001723596-24-000167	2369429	Common Stock				16537.0				I		By Stock Award III	F4
0001723596-24-000167	2369426	Common Stock				6602.0				I		By SIM	
0001723596-24-000167	2369425	Common Stock				6451.0				I		By SERP	
0001723596-24-000167	2369424	Common Stock				17130.0				I		By ESOP	
0001723596-24-000167	2369423	Common Stock				53205.0				D		By 401(k)	
0001723596-24-000167	2369430	Common Stock				13165.0				I			
0001723596-24-000167	2369428	Common Stock				7693.0				I		By Stock Award II	F3
0001723596-24-000167	2369427	Common Stock				4214.0				I		By Stock Award	F2
0001723596-24-000166	2443310	Common Stock				5854.0				I		By SIM	
0001723596-24-000166	2443309	Common Stock				5514.0				I		By SERP	
0001723596-24-000166	2443311	Common Stock				4683.0				I		By Stock Award	F2
0001723596-24-000166	2443312	Common Stock				6347.0				I		By Stock Award II	F3
0001723596-24-000166	2443313	Common Stock				17364.0				I		By Stock Award III	F4
0001723596-24-000166	2443314	Common Stock				13824.0				I			
0001723596-24-000166	2443308	Common Stock				57483.0				D		By ESOP	
0001723596-24-000165	2480168	Common Stock				12672.0				I			
0001723596-24-000165	2480166	Common Stock				715.0				I		By Stock Award III	F3
0001723596-24-000165	2480165	Common Stock				441.0				I		By Stock Award	F2
0001723596-24-000165	2480164	Common Stock				2457.0				I		By SIM	
0001723596-24-000165	2480163	Common Stock				5353.0				I		By SERP	
0001723596-24-000165	2480162	Common Stock				23797.0				D		By ESOP	
0001723596-24-000165	2480167	Common Stock				15917.0				I		By Stock Award IV	F4
0001723596-24-000164	2691059	Common Stock				2287.0				D		By Stock Award II	F2
0001723596-24-000164	2691060	Common Stock				2743.0				I		By Stock Award III	F3
0001723596-24-000164	2691061	Common Stock				3018.0				I			
0001062993-24-008195	2393515	Common Stock - Voting				2106.19				D			
0001062993-24-008193	2688101	Common Stock - Voting				99131.01				D			
0001062993-24-008193	2688102	Common Stock - Non Voting				1136.0				D			
0000950172-24-000182	2760473	Class A Common Stock				2232747.0				I		See Footnote	F1
0001466593-24-000081	2677045	Common Stock				4516.0				I		By IRA	
0001466593-24-000081	2677044	Common Stock				142757.0				I		By Trust	
0000914208-24-000230	2677693	Common Shares				0.0				D			
0000914208-24-000228	2673947	Common Shares				0.0				D			
0001466593-24-000079	2594481	Common Stock				67561.0				I		by Trust	
0001466593-24-000079	2594482	Common Stock				1600.0				I		By IRA	
0000352825-24-000094	2310270	Common Stock				7000.0				I		L.B. Foster Company 401(k) Plan Shares	
0000950170-24-042927	2519677	Common Stock				0.0	F1			D			
0000352825-24-000090	2707869	Common Stock				1531.0				I		L.B. Foster Company 401(k) Plan Shares	
0000352825-24-000088	2399134	Common Stock				531.0				I		L.B. Foster Company 401(k) Plan Shares	
0000352825-24-000086	2331807	Common Stock				11408.0				I		L.B. Foster Company 401(k) Plan Shares	
0000912282-24-000375	2661392	Common Shares				300347.0				I			
0000912282-24-000375	2661391	Common Shares				473995.0				D		See footnote	F3
0001619964-24-000020	2782814	Common Stock				40.0				I		See Footnote 1	F1
0001619964-24-000020	2782815	Common Stock				96760.0				I		See Footnote 2	F2
0001619964-24-000020	2782813	Common Stock				25.0				I		See Footnote 1	F1
0000950170-24-042902	2600042	Common Shares				203883.0				D		By IRA (Merrill-Lynch)	
0000950170-24-042902	2600043	Common Shares				2000.0				I		By IRA (Vanguard)	
0000950170-24-042902	2600044	Common Shares				1630.0	F1			I			
0000950170-24-042875	2624694	Class A Common Stock, $.01 par value per share				1574326.0				I		By IDT A Partners, L.P.	
0000950170-24-042875	2624693	Class B Common Stock, $.01 par value per share				3864.0	F2			I		By 401(k) Plan	
0000950170-24-042875	2624691	Class B Common Stock, $.01 par value per share				342779.0				I		By Chartwell Holding LLC	
0000950170-24-042875	2624690	Class B Common Stock, $.01 par value per share				1811711.0				I		By HSJ 2019 Remainder Trust	
0000950170-24-042875	2624689	Class B Common Stock, $.01 par value per share				78016.0				I		By HSJ 2022 Annuity Trust I	
0000950170-24-042875	2624692	Class B Common Stock, $.01 par value per share				197641.0				I		By The Jonas Foundation	
0000950170-24-042873	2520287	Class B Common Stock, $.01 par value per share				1085645.0				I		By HSJ 2019 Remainder Trust	
0000950170-24-042873	2520286	Class B Common Stock, $.01 par value per share				275047.0				I		By The Jonas Foundation	
0000950170-24-042873	2520285	Class B Common Stock, $.01 par value per share				628640.0				I		By HSJ 2022 Annuity Trust I	
0000950170-24-042871	2496510	Class B Common Stock, $.01 par value per share				65880.0				I		By The Jonas Foundation	
0001437749-24-011484	2740244	Common Stock				8.0	F1, F2			I		Horizon Kinetics Asset Management LLC	
0001649749-24-000101	2662376	Common Stock				7858.0	F1			D			
0001437749-24-011481	2481795	Common Stock				180.0	F1			I		Spouse	
0001437749-24-011481	2481794	Common Stock				16647.0	F1			I		CDK Fund Ltd	
0001437749-24-011481	2481793	Common Stock				7452.0	F1			I		CDK Partners LP	
0001437749-24-011481	2481792	Common Stock				4416.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001437749-24-011479	2322359	Common Stock				0.0				D			
0001214659-24-006366	2650562	Common Stock				22098.0				I		Various Sciammas GRATs	
0001214659-24-006366	2650563	Common Stock				15014.0				I		Christina Sciammas Trust FBO Oski Crew	
0001214659-24-006366	2650564	Common Stock				15014.0				I		Maurice Sciammas Trust FBO Oski Crew	
0001214659-24-006366	2650565	Common Stock				5000.0				I		Clement Sciammas Family 2021 Trust	
0001214659-24-006366	2650560	Common Stock				26992.0				I		Sciammas Family Trust	
0001214659-24-006366	2650567	Common Stock				2000.0				I		Rosalind Sciammas Family 2021 Trust	
0001214659-24-006366	2650568	Common Stock				1699.0				I		The Joseph Roger Sciammas 2020 Irrevocable Trust	
0001214659-24-006366	2650569	Common Stock				1699.0				I		The Chloe Liliane Sciammas 2020 Irrevocable Trust	
0001214659-24-006366	2650570	Common Stock				1699.0				I		The Patrick Francis Sciammas 2020 Irrevocable Trust	
0001214659-24-006366	2650561	Common Stock				23015.0				I		By Sciammas Trust 2020	
0001214659-24-006366	2650566	Common Stock				2000.0				I		Peter Rafferty and Eric Toothill 2021Trust	
0001443984-24-000123	2760156	Common Shares				1314791.0				I		HPLP	F1
0001443984-24-000123	2760155	Common Shares				27384.08				I		By 401(K) Plan	
0001415889-24-010537	2625042	Common Stock				2.0				I		By Spouse	
0001415889-24-010537	2625043	Common Stock				375.0				I		By Child	
0001883085-24-000040	2487667	Class A Ordinary Share	F1			5656.0				D			
0001883085-24-000038	2353697	Class A Ordinary Share	F1			18818.0				D			
0001883085-24-000037	2337841	Class B Ordinary Share				2640628.0				D			
0001883085-24-000037	2337840	Class A Ordinary Share	F1			406446.0				D		Class B Ordinary Shares held in Adams Holdings Group Limited and beneficially owned by Avital Pardo	
0001883085-24-000037	2337842	Class B Ordinary Share				833333.0				I			
0001883085-24-000036	2398952	Class B Ordinary Share				4589174.0				D			
0001883085-24-000036	2398951	Class A Ordinary Share	F1			239699.0				D			
0001883085-24-000035	2686001	Class A Ordinary Share	F1			489476.0				D		Class B Ordinary Shares held in trust for Gal Krubiner by Hamilton Trust Company	
0001883085-24-000035	2686002	Class B Ordinary Share				1864185.0				D			
0001883085-24-000035	2686003	Class B Ordinary Share				2724989.0				I			
0001507496-24-000004	2621370	Common Stock				34036.0	F1, F2			D			
0001138639-24-000081	2594064	Common Stock				2500.0				I		See Footnote	F3
0001104659-24-044887	2728576	Common Stock				0.0				D			
0001437749-24-011458	2742406	Common Stock				41722.0	F2			I		By Benefit Plan	
0001437749-24-011457	2578391	Common Stock				48276.0				I		By limited liability company	F2
0001437749-24-011456	2399135	Common Stock				707.0				I		By 401(k) Plan	
0001062993-24-008175	2799960	Common Stock				4325109.0				I		by Maurice Marciano Trust	F4
0001062993-24-008175	2799965	Common Stock				554940.0				I		by Next Step Capital II, LLC	F9
0001062993-24-008175	2799964	Common Stock				103801.0				I		by Next Step Capital, LLC	F8
0001062993-24-008175	2799963	Common Stock				349491.0				I		by MM 2020 Exempt Trust	F7
0001062993-24-008175	2799962	Common Stock				70.0				I		by MM Gift Trust fbo Caroline Marciano	F6
0001062993-24-008175	2799961	Common Stock				1200000.0				I		by Carolem Capital, LLC	F5
0001437749-24-011455	2340952	Common Stock				5524.0				I		By 401(k) Plan	
0001437749-24-011454	2756720	Common Stock				40069.81				I		By 401(k) Plan	
0001476840-24-000044	2754018	Class A Common Stock				133668.0				D			
0001618756-24-000067	2537613	Common Shares				410759.36				D			
0001618756-24-000066	2461683	Common Shares				151532.63				D			
0001618756-24-000065	2807678	Common Shares				27104.1				D			
0001618756-24-000064	2304173	Common Shares				6801.24				D			
0001618756-24-000063	2704476	Common Shares				586300.74				D			
0001618756-24-000062	2754745	Common Shares				94228.48				D			
0001618756-24-000061	2311035	Common Shares				25385.96				D			
0001618756-24-000060	2574435	Common Shares				62502.95				D		By LLC	F1
0001618756-24-000060	2574436	Common Shares				500000.0				I			
0001618756-24-000059	2473006	Common Shares				133479.2				D			
0001618756-24-000058	2801057	Common Shares				25166.0				D			
0001618756-24-000057	2624987	Common Shares				77320.7				D		By Trust	F1
0001618756-24-000057	2624988	Common Shares				116634.0				I			
0001062993-24-008173	2546456	Class A Common Stock, par value $0.0001 per share				25189.0	F12			I		See footnote	F14
0001062993-24-008173	2546455	Class A Common Stock, par value $0.0001 per share				552106.0	F11			D		See footnote	F13
0001062993-24-008173	2546457	Class A Common Stock, par value $0.0001 per share				99810.0	F12			I			
0001635282-24-000082	2814302	Common Stock				10491309.0				I		Through the SAR Trust	
0000912282-24-000371	2372643	Common Shares				1000.0				I		Held in Individual Retirement Account	
0001225208-24-005007	2300527	Common Stock				15416.38	F1			D			
0001104659-24-044861	2454640	Common Stock				2000.0				I		By spouse	
0001104659-24-044861	2454641	Common Stock				8546750.0				I		By BioXcel LLC	F4
0000912282-24-000363	2698906	Common Shares				14000.0				I		Held in Individual Retirement Account	
0001127602-24-012683	2332839	Common Stock				15587.0				D			
0001529274-24-000076	2541807	Common Stock				2521611.0				I		See footnote	F2
0001529274-24-000074	2636607	Common Stock				18532824.0				I		See footnote	F2
0001596532-24-000143	2676158	Common Stock				12000.0				I		By Trust for Niece	F5
0001596532-24-000143	2676159	Common Stock				12000.0				I			
0001596532-24-000143	2676157	Common Stock				17681.0				D		By Trust for Nephew	F5
0001437749-24-011447	2651391	Common Stock				1904136.0				I		See Footnote	F4
0001437749-24-011447	2651390	Common Stock				597405.16				I		See Footnote	F3
0001437749-24-011447	2651392	Common Stock				102948.0				I		See Footnote	F5
0001437749-24-011447	2651393	Common Stock				526780.0	F2			I		See Footnote	F6
0001437749-24-011447	2651394	Common Stock				65949.43	F2			I		By employee benefit plan	
0001569187-24-000053	2390324	Common Stock				17192.0				D			
0001230861-24-000006	2471397	Class A Common Stock				77231.4				D			
0001783879-24-000114	2352751	Class A Common Stock				6907.0	F4			I		By Living Trust	
0001773751-24-000098	2407762	Class A Common Stock				891735.0				I		Held by Trustee of AD 2022 GRAT 2 dated 9/7/2022	
0001773751-24-000098	2407764	Class A Common Stock				1584506.0				I		Held by Trustee of AD 2023 GRAT dated 9-5-2023	
0001773751-24-000098	2407765	Class A Common Stock				570398.0				I		Held by Trustee of Dudum Family Community Property Trust	
0001773751-24-000098	2407766	Class A Common Stock				1500.0				I		Held by Trustees of Richard M. Dudum Irrevocable 1 U/A dtd 10/15/1997	
0001773751-24-000098	2407767	Class A Common Stock				2874769.0				I		Held by Trustee of Dudum Family Heritage Trust UAD 8-10-2021	
0001773751-24-000098	2407761	Class A Common Stock				597335.0				I		Held by Trustee of AD 2022 GRAT	
0001773751-24-000098	2407760	Class A Common Stock				418986.0				I		Held by Trustee of AD 2021 GRAT 2 dated 11-1-2021	
0001773751-24-000098	2407759	Class A Common Stock				1675943.0				I		Held by Trustee of AD 2021 GRAT dated 11-1-2021	
0001773751-24-000098	2407763	Class A Common Stock				1315881.0				I		Held by Trustee of AD 2022 GRAT 3 dated 11-28-2022	
0001514416-24-000073	2777639	Class A Common Stock				52409.0				I		By John C. Murdock Family Line Trust	
0001127602-24-012678	2748459	Common Stock				56784.0	F1			D			
0001653477-24-000035	2306794	Common Stock				10703.0				D			
0001517375-24-000061	2486427	Class A Common Stock				499701.0				D	F5, F6		
0001517375-24-000060	2357138	Class A Common Stock				44487.0	F8			D			
0001486189-24-000025	2555285	Common Stock				4782413.0				D			
0001628280-24-015303	2609858	CWBC - Common Stock (former name CVCY)				1100.0				D			
0001415889-24-010514	2424089	Class A Common Share				109795.0				I		Held by The Marina 2016 Irrevocable Trust, u/d/t June 23, 2016	
0001454938-24-000041	2597148	Common Stock				99992.0	F2			I		See Footnote 2	
0001225208-24-005004	2484270	Common Stock				38544.9				I		401(k)	
0001225208-24-005004	2484271	Common Stock				135152.0				I		By Trust	
0001683168-24-002210	2599379	Common Stock				100000000.0				I		Owned by Coral Investment Partners, LP	F1
0000950170-24-042681	2616809	Common Stock				1000.0				I		By Spouse	
0000950170-24-042681	2616806	Common Stock				110000.0				I		By Family Trust 2	
0000950170-24-042681	2616805	Common Stock				570805.0				I		By Family Trust 1	
0000950170-24-042681	2616808	Common Stock				110000.0				I		By Family Trust 4	
0000950170-24-042681	2616807	Common Stock				110000.0				I		By Family Trust 3	
0000950170-24-042672	2542008	Common Units				0.0				D			
0000950170-24-042673	2810459	Common Units				0.0				D			
0002016633-24-000003	2418240	Common Stock				247258.0				D			
0002016633-24-000003	2418241	Employee Stock Option (Right to Buy)				42500.0				D			
0001213900-24-031221	2659749	Common Stock, par value $0.01 per share				32895.0				I		By trusts	
0001213900-24-031221	2659748	Common Stock, par value $0.01 per share				25000.0				I		See footnote	F2
0002016592-24-000003	2601307	No securities are beneficially owned.				0.0				D			
0001415889-24-010497	2439912	Ordinary Shares				28985.0				I		By GRAT 2022	
0000904454-24-000246	2348407	Common Stock				28061351.0				I		See note	F1
0000950170-24-042649	2311222	Class A Common Stock				393268.0				I		By Cogo Fund 2020, LLC	F7
0000950170-24-042649	2311221	Class A Common Stock				100.0				I		By son	
0001825885-24-000013	2760986	COMMON STOCK				26696.0				D			
0001825885-24-000013	2760982	COMMON STOCK				365000.0				I	F3	BY CORP SA 1	
