ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000899243-24-000140	1804703	Convertible Promissory Note			F5				F5	31-DEC-2024		Common Stock			F5							D	F6		
0000899243-24-000140	1804702	Common Stock Warrant			F4			11-JUL-2023		11-JUL-2033		Common Stock			F4							D	F6		
0000899243-24-000140	1804701	Series F Preferred Stock			F3				F3		F3	Common Stock		333957.0								D	F6		
0001193805-24-000121	1778500	Series D Preferred Stock			F4				F4		F4	Common Stock		76706.0	F4							I		Through Deerfield Private Design Fund III, L.P.	F2, F3
0001193805-24-000121	1778499	Series C-2 Preferred Stock			F1				F1		F1	Common Stock		757548.0	F1							I		Through Deerfield Private Design Fund III, L.P.	F2, F3
0001415889-24-002214	1786372	Stock Option (Right to Buy)		6.23					F1	11-OCT-2033		Common Stock		22481.0								D			
0000902664-24-000914	1873326	Series B Preferred Stock			F1				F1		F1	Common Stock		1962995.0								I		See footnotes	F3, F4
0000902664-24-000914	1873327	Series C Preferred Stock			F2				F2		F2	Common Stock		1144762.0								I		See footnotes	F3, F4
0001415889-24-002213	1932291	Employee Stock Option (Right to Buy)		2.32					F3	26-SEP-2031		Common Stock		157367.0								D			
0001415889-24-002213	1932290	Series B Preferred Stock			F2				F2		F2	Common Stock		11777.0								D			
0001415889-24-002213	1932293	Employee Stock Option (Right to Buy)		5.3					F5	19-DEC-2033		Common Stock		247290.0								D			
0001415889-24-002213	1932292	Employee Stock Option (Right to Buy)		6.23					F4	13-APR-2033		Common Stock		34620.0								D			
0001415889-24-002212	1710433	Series A Preferred Stock			F1				F1		F1	Common Stock		23917.0								D			
0001415889-24-002212	1710435	Stock Option (Right to Buy)		6.23					F3	11-OCT-2033		Common Stock		11240.0								D			
0001415889-24-002212	1710434	Stock Option (Right to Buy)		2.32					F2	08-SEP-2031		Common Stock		33721.0								D			
0001062993-24-001787	1892626	LTIP Units of Apartment Income REIT, L.P.			F2				F3		F4	Partnership Common Units		4250.0				4250.0				D			
0001415889-24-002211	1887960	Employee Stock Option (Right to Buy)		2.32					F1	08-SEP-2031		Common Stock		112405.0								D			
0001415889-24-002211	1887961	Employee Stock Option (Right to Buy)		2.32					F2	26-SEP-2031		Common Stock		22481.0								D			
0001415889-24-002211	1887964	Employee Stock Option (Right to Buy)		5.3					F5	19-DEC-2033		Common Stock		202329.0								D			
0001415889-24-002211	1887963	Employee Stock Option (Right to Buy)		6.23					F4	13-APR-2033		Common Stock		33833.0								D			
0001415889-24-002211	1887962	Employee Stock Option (Right to Buy)		6.23					F3	21-SEP-2032		Common Stock		44962.0								D			
0001206774-24-000070	1759511	Series B Preferred Stock			F1				F1		F1	Common Stock		392598.0								D	F2		
0001206774-24-000070	1759512	Series C Preferred Stock			F3				F3		F3	Common Stock		84503.0								D	F2		
0001415889-24-002210	1940786	Series B Preferred Stock			F1				F1		F1	Common Stock		588898.0								I		By Lightswitch Capital Fund I, L.P.	F2
0001415889-24-002210	1940787	Series C Preferred Stock			F3				F3		F3	Common Stock		126755.0								I		By Lightswitch Capital Fund I, L.P.	F2
0001415889-24-002209	1744891	Series B Preferred Stock			F1				F1		F1	Common Stock		7851.0								I		By Trust	F2
0001415889-24-002209	1744892	Employee Stock Option (Right to Buy)		2.32					F3	29-JUL-2031		Common Stock		134886.0								D			
0001415889-24-002209	1744895	Employee Stock Option (Right to Buy)		5.3					F6	19-DEC-2033		Common Stock		123645.0								D			
0001415889-24-002209	1744894	Employee Stock Option (Right to Buy)		6.23					F5	13-APR-2033		Common Stock		33008.0								D			
0001415889-24-002209	1744893	Employee Stock Option (Right to Buy)		6.23					F4	01-AUG-2032		Common Stock		22481.0								D			
0001437749-24-002858	1893918	Stock Option (Right to Buy)		9.03					F1	01-DEC-2033		Common		27000.0								D			
0001415889-24-002208	1974046	Series C Preferred Stock			F2				F2		F2	Common Stock		8450.0								D			
0001415889-24-002208	1974045	Series B Preferred Stock			F1				F1		F1	Common Stock		39259.0								D			
0000950170-24-009930	1957337	Series F Preferred Stock			F1				F1		F1	Common Stock		1389451.0								I		See footnotes	F3, F2
0000950170-24-009925	1854264	Series C-1 Preferred Stock			F1				F1		F1	Common Stock		1875938.0								I		See footnotes	F2
0000950170-24-009925	1854265	Series C-2 Preferred Stock			F1				F1		F1	Common Stock		3030193.0								I		See footnotes	F2
0000950170-24-009925	1854268	Series F Preferred Stock			F1				F1		F1	Common Stock		744746.0								I		See footnotes	F3
0000950170-24-009925	1854267	Series E Preferred Stock			F1				F1		F1	Common Stock		173821.0								I		See footnotes	F3
0000950170-24-009925	1854266	Series D Preferred Stock			F1				F1		F1	Common Stock		254170.0								I		See footnotes	F2
0000950170-24-009920	1754560	Stock Option		8.18					F2	16-MAR-2033		Common Stock		9319.0								D			
0000950170-24-009920	1754559	Stock Option		8.59					F1	08-MAR-2032		Common Stock		46598.0								D			
0000950170-24-009918	1952818	Stock Option		11.21					F2	13-SEP-2033		Common Stock		498005.0								D			
0000950170-24-009918	1952817	Stock Option		8.59					F1	07-DEC-2032		Common Stock		9319.0								D			
0000950170-24-009917	1865135	Stock Option		2.67					F1	27-JUN-2026		Common Stock		48462.0								D			
0000950170-24-009917	1865136	Stock Option		3.35					F1	14-MAR-2028		Common Stock		74584.0								D			
0000950170-24-009917	1865137	Stock Option		3.89					F1	26-MAR-2030		Common Stock		75816.0								D			
0000950170-24-009917	1865138	Stock Option		8.59					F2	07-SEP-2032		Common Stock		6989.0								D			
0000950170-24-009917	1865143	Restricted Stock Units			F7				F7		F7	Common Stock		159499.0								D			
0000950170-24-009917	1865140	Stock Option		11.21					F4	21-AUG-2033		Common Stock		3205.0								D			
0000950170-24-009917	1865141	Stock Option		11.21					F5	10-NOV-2033		Common Stock		12522.0								D			
0000950170-24-009917	1865142	Restricted Stock Units			F6				F6		F6	Common Stock		40829.0								D			
0000950170-24-009917	1865139	Stock Option		8.18					F3	16-MAR-2033		Common Stock		11649.0								D			
0000950170-24-009914	1981578	Series C-1 Preferred Stock			F1				F1		F1	Common Stock		1875938.0								D	F2	See footnotes	F3
0000950170-24-009914	1981579	Series C-2 Preferred Stock			F1				F1		F1	Common Stock		3030193.0								D	F2	See footnotes	F3
0000950170-24-009914	1981582	Series F Preferred Stock			F1				F1		F1	Common Stock		744746.0								I			
0000950170-24-009914	1981581	Series E Preferred Stock			F1				F1		F1	Common Stock		173821.0								I			
0000950170-24-009914	1981580	Series D Preferred Stock			F1				F1		F1	Common Stock		254170.0								D	F2		
0000950170-24-009912	1976088	Series F Preferred Stock			F1				F1		F1	Common Stock		277890.0								I		See footnote	F2
0000950170-24-009911	1862827	Stock Option		8.18					F6	16-MAR-2033		Common Stock		32618.0								D			
0000950170-24-009911	1862828	Stock Option		11.21					F7	10-NOV-2033		Common Stock		17031.0								D			
0000950170-24-009911	1862829	Restricted Stock Units			F8				F8		F8	Common Stock		216924.0								D			
0000950170-24-009911	1862817	Series A Preferred Stock			F1				F1		F1	Common Stock		6523.0								D		By 2016 Irrevocable Trust	
0000950170-24-009911	1862825	Stock Option		6.98					F4	24-JUN-2031		Common Stock		262937.0								D			
0000950170-24-009911	1862819	Stock Option		1.7					F2	11-NOV-2024		Common Stock		190968.0								D			
0000950170-24-009911	1862820	Stock Option		1.7					F2	10-FEB-2025		Common Stock		123484.0								D			
0000950170-24-009911	1862821	Stock Option		2.67					F2	17-DEC-2025		Common Stock		345078.0								D			
0000950170-24-009911	1862822	Stock Option		2.67					F2	27-JUN-2026		Common Stock		179868.0								D			
0000950170-24-009911	1862823	Stock Option		3.35					F2	14-MAR-2028		Common Stock		422473.0								D			
0000950170-24-009911	1862824	Stock Option		3.89					F3	26-MAR-2030		Common Stock		475021.0								D			
0000950170-24-009911	1862826	Stock Option		8.59					F5	07-SEP-2032		Common Stock		16309.0								D			
0000950170-24-009911	1862818	Series A Preferred Stock			F1				F1		F1	Common Stock		2795.0								I			
0001062993-24-001775	1790792	Restricted Stock Units			F2				F3		F3	Common Stock		22637.86				22637.86	F2			D			
0000950170-24-009903	1839882	Stock Option		3.35					F2	14-MAR-2028		Common Stock		94879.0								D			
0000950170-24-009903	1839883	Stock Option		3.89					F3	26-MAR-2030		Common Stock		12824.0								D			
0000950170-24-009903	1839884	Stock Option		6.98					F4	24-JUN-2031		Common Stock		38974.0								D			
0000950170-24-009903	1839885	Stock Option		8.59					F5	07-SEP-2032		Common Stock		11649.0								D			
0000950170-24-009903	1839886	Stock Option		8.18					F6	16-MAR-2033		Common Stock		25628.0								D			
0000950170-24-009903	1839887	Stock Option		11.21					F7	10-NOV-2033		Common Stock		14701.0								D			
0000950170-24-009903	1839888	Restricted Stock Units			F8				F8		F8	Common Stock		187257.0								D			
0000950170-24-009903	1839875	Series B Preferred Stock			F1				F1		F1	Common Stock		82817.0								I		By Family Trust	
0000950170-24-009903	1839876	Series C-1 Preferred Stock			F1				F1		F1	Common Stock		20843.0								I		By Family Trust	
0000950170-24-009903	1839877	Series C-2 Preferred Stock			F1				F1		F1	Common Stock		15150.0								I		By Family Trust	
0000950170-24-009903	1839878	Stock Option		1.7					F2	11-NOV-2024		Common Stock		95484.0								D			
0000950170-24-009903	1839879	Stock Option		1.7					F2	10-FEB-2025		Common Stock		61742.0								D			
0000950170-24-009903	1839880	Stock Option		2.67					F2	17-DEC-2025		Common Stock		145875.0								D			
0000950170-24-009903	1839881	Stock Option		2.67					F2	27-JUN-2026		Common Stock		23298.0								D			
0000950170-24-009901	1902315	Stock Option		3.89					F1	25-SEP-2029		Common Stock		21181.0								D			
0000950170-24-009901	1902314	Stock Option		3.33					F1	27-MAR-2029		Common Stock		53433.0								D			
0000950170-24-009901	1902313	Stock Option		2.67					F1	27-JUN-2026		Common Stock		240481.0								D			
0000950170-24-009901	1902316	Stock Option		3.89					F2	26-MAR-2030		Common Stock		99821.0								D			
0000950170-24-009901	1902319	Stock Option		8.18					F5	16-MAR-2033		Common Stock		23298.0								D			
0000950170-24-009901	1902318	Stock Option		8.59					F4	07-SEP-2032		Common Stock		11649.0								D			
0000950170-24-009901	1902317	Stock Option		6.98					F3	24-JUN-2031		Common Stock		161221.0								D			
0000950170-24-009900	1831395	Stock Option		8.18					F3	16-MAR-2033		Common Stock		9319.0								D			
0000950170-24-009900	1831394	Stock Option		8.59					F2	07-SEP-2032		Common Stock		6989.0								D			
0000950170-24-009900	1831393	Stock Option		3.89					F1	26-MAR-2030		Common Stock		4659.0								D			
0000950170-24-009900	1831391	Stock Option		2.67					F1	10-MAR-2027		Common Stock		211550.0								D		By Trust	
0000950170-24-009900	1831392	Stock Option		2.67					F1	10-MAR-2027		Common Stock		186393.0								I			
0001309108-24-000015	1968166	Restricted Stock Units		0.0					F2		F2	Common  Stock		266.0								D			
0001309108-24-000015	1968165	Restricted Stock Units		0.0					F1		F1	Common  Stock		165.0								D			
0001309108-24-000015	1968170	Stock Option (right to buy)		173.56				15-MAR-2024	F6	15-MAR-2033		Common  Stock		564.0								D			
0001309108-24-000015	1968168	Restricted Stock Units		0.0					F4		F4	Common  Stock		1061.0								D			
0001309108-24-000015	1968169	Stock Option (right to buy)		163.22				15-MAR-2023	F5	15-MAR-2032		Common  Stock		565.0								D			
0001309108-24-000015	1968167	Restricted Stock Units		0.0					F3		F3	Common Stock		1153.0								D			
0000950170-24-009899	1868946	Stock Option		8.18					F3	16-MAR-2033		Common Stock		9319.0								D			
0000950170-24-009899	1868943	Stock Option		3.89					F1	25-SEP-2029		Common Stock		24091.0								D			
0000950170-24-009899	1868942	Stock Option		3.33					F1	29-AUG-2028		Common Stock		85353.0								D			
0000950170-24-009899	1868945	Stock Option		8.59					F2	07-SEP-2032		Common Stock		6989.0								D			
0000950170-24-009899	1868944	Stock Option		3.89					F1	26-MAR-2030		Common Stock		15031.0								D			
0000950170-24-009895	1979319	Stock Option		8.18					F2	16-MAR-2033		Common Stock		72226.0								D			
0000950170-24-009895	1979318	Stock Option		8.59					F1	07-SEP-2032		Common Stock		243194.0								D			
0001628280-24-002973	1940141	Restricted Stock Units		0.0					F8		F8	Class A Common Stock		43500.0								D			
0001628280-24-002973	1940140	Performance-based Restricted Stock Units		0.0					F7		F7	Class A Common Stock		17308.0								D			
0001628280-24-002973	1940139	Employee Stock Option (right to buy)		11.69					F6	03-JAN-2032	F6	Class A Common Stock		16558.0								D			
0001628280-24-002973	1940138	Restricted Stock Units		0.0					F5		F5	Class A Common Stock		2885.0								D			
0001628280-24-002973	1940137	Restricted Stock Units		0.0					F4		F4	Class A Common Stock		37500.0								D			
0001628280-24-002973	1940136	Restricted Stock Units		0.0					F3		F3	Class A Common Stock		18750.0								D			
0001628280-24-002973	1940134	Restricted Stock Units		0.0					F1		F1	Class A Common Stock		56250.0								D			
0001628280-24-002973	1940135	Performance-based Restricted Stock Units		0.0					F2		F2	Class A Common Stock		100000.0								D			
0001062993-24-001753	1706968	Stock Option (right to buy)		5.9					F4	12-AUG-2030		Common Stock		20000.0				20000.0				D			
0001062993-24-001753	1706967	Stock Option (right to buy)		5.5					F3	12-AUG-2029		Common Stock		4985.0				4985.0				D			
0001062993-24-001753	1706970	Stock Option (right to buy)		5.5					F5	28-DEC-2030		Common Stock		11081.0				11081.0				D			
0001062993-24-001753	1706971	Stock Option (right to buy)		5.5					F6	02-FEB-2031		Common Stock		12859.0				12859.0				D			
0001062993-24-001753	1706972	Stock Option (right to buy)		5.5					F7	18-MAR-2031		Common Stock		11889.0				11889.0				D			
0001062993-24-001753	1706973	Stock Option (right to buy)		5.5					F8	12-APR-2031		Common Stock		13509.0				13509.0				D			
0001062993-24-001753	1706974	Stock Option (right to buy)		5.5					F3	11-AUG-2031		Common Stock		17000.0				17000.0				D			
0001062993-24-001753	1706975	Stock Option (right to buy)		5.5					F9	11-AUG-2031		Common Stock		20000.0				20000.0				D			
0001062993-24-001753	1706976	Stock Option (right to buy)		5.5					F10	27-OCT-2031		Common Stock		6569.0				6569.0				D			
0001062993-24-001753	1706977	Stock Option (right to buy)		5.5					F3	17-MAY-2032		Common Stock		250000.0				250000.0				D			
0001062993-24-001753	1706978	Warrants (right to buy)		8.05					F11	09-DEC-2027		Common Stock		104340.0				104340.0				D			
0001062993-24-001753	1706979	Stock Option (right to buy)		11.55					F12	16-FEB-2033		Common Stock		69760.0				69760.0				D			
0001062993-24-001753	1706980	Stock Option (right to buy)		9.89					F13	25-AUG-2033		Common Stock		180000.0				180000.0				D			
0001062993-24-001753	1706966	Stock Option (right to buy)		5.5					F3	12-AUG-2029		Common Stock		50000.0				50000.0				D			
0001062993-24-001753	1706965	Stock Option (right to buy)		5.5					F3	17-OCT-2028		Common Stock		14675.0				14675.0				D			
0001062993-24-001753	1706964	Stock Option (right to buy)		5.5					F3	13-AUG-2028		Common Stock		3769.0				3769.0				D			
0001062993-24-001753	1706963	Stock Option (right to buy)		5.5					F3	19-SEP-2027		Common Stock		8220.0				8220.0				D			
0001062993-24-001753	1706962	Stock Option (right to buy)		8.4					F3	17-MAY-2027		Common Stock		21500.0				21500.0				D			
0001062993-24-001753	1706981	Stock Option (right to buy)		14.78					F14	02-JAN-2034		Common Stock		84000.0				84000.0				D			
0001062993-24-001753	1706969	Stock Option (right to buy)		5.9					F3	12-AUG-2030		Common Stock		17281.0				17281.0				D			
0001225208-24-001386	1865793	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		12512.0				12512.0				D			
0001225208-24-001386	1865794	Stock Units (LTIP)			F2				F2		F2	Common Stock		3534.5				3534.5				D			
0001225208-24-001386	1865792	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		11574.0				11574.0				D			
0001225208-24-001386	1865791	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		12279.0				12279.0				D			
0001225208-24-001386	1865790	Stock Option		50.79				01-JAN-2023		04-FEB-2030		Common Stock		11055.0				11055.0				D			
0001225208-24-001386	1865789	Stock Option		43.71				01-JAN-2022		06-FEB-2029		Common Stock		9904.0				9904.0				D			
0001225208-24-001385	1936149	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		6396.0				6396.0				D			
0001225208-24-001385	1936150	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		6369.0				6369.0				D			
0001225208-24-001385	1936151	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		6370.0				6370.0				D			
0001127602-24-002956	1893930	Restricted Stock Units			F3				F4		F4	Common Stock		9607.0				9607.0				D			
0001578563-24-000025	1866256	Restricted Stock Units			F2				F3		F3	Voting Common Stock		3625.0				3625.0				D			
0001213900-24-009085	1746419	Stock Option (Right to Buy)		1.5				02-JAN-2024		02-JAN-2034		Common Stock		800000.0								I		By spouse	F5
0001213900-24-009085	1746420	Stock Option (Right to Buy)		1.73				01-FEB-2024		01-FEB-2034		Common Stock		134065.0								I			
0001213900-24-009085	1746416	Stock Option (Right to Buy)		1.73				01-FEB-2024		01-FEB-2034		Common Stock		300000.0	F1							D		By spouse	F4
0001213900-24-009085	1746417	Warrant to Purchase Common Stock		5.0				02-DEC-2022		02-DEC-2027		Common Stock		50000.0								I		By spouse	F5
0001213900-24-009085	1746418	Stock Option (Right to Buy)		2.09				07-DEC-2023		07-DEC-2033		Common Stock		900000.0								I		By spouse	F5
0001415889-24-002196	1767929	Stock Option		15.05				30-SEP-2017		30-SEP-2025		Common Stock		3588.0				3588.0				D			
0001415889-24-002196	1767928	Stock Option		9.6				01-MAR-2016		01-MAR-2024		Common Stock		3750.0				3750.0				D			
0001062993-24-001751	1968603	Restricted Stock Units			F1				F3		F3	Common Stock		31833.75								D			
0001062993-24-001751	1968604	Restricted Stock Units			F1				F4		F4	Common Stock		156318.6								D			
0001062993-24-001751	1968602	Restricted Stock Units			F1				F2		F2	Common Stock		12758.67								D			
0001209191-24-002571	1752745	Phantom Stock	F2		F3				F3		F3	Common Stock		11301.3				11301.3	F2			D			
0001209191-24-002568	1724396	Phantom Stock	F2		F3				F3		F3	Common Stock		9071.28				9071.28	F2			D			
0001209191-24-002565	1741149	Phantom Stock	F2		F3				F3		F3	Common Stock		39769.85				39769.85				D			
0001209191-24-002564	1967596	Phantom Stock	F2		F3				F3		F3	Common Stock		729.13				729.13	F2			D			
0001209191-24-002558	1961267	Phantom Stock	F2		F3				F3		F3	Common Stock		5505.92				5505.92	F2			D			
0001104659-24-009459	1855226	Performance Share Units			F3				F5		F5	Common Stock		218750.0	F2							D			
0001104659-24-009459	1855227	Performance Share Units			F3				F6		F6	Common Stock		218750.0	F2							D			
0001104659-24-009459	1855225	Performance Share Units			F3				F4		F4	Common Stock		437500.0	F2							D			
0001104659-24-009459	1855224	Restricted Share Units			F3				F1		F1	Common Stock		1000000.0	F2							D			
0000950170-24-009784	1726410	Class B Common Stock			F13				F13		F13	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F14
0001214659-24-001612	1831716	Employee Stock Option (Right to Buy)		15.91					F2	28-OCT-2030		Common Stock		3960.0								D			
0001127602-24-002911	1810224	Incentive Compensation Deferral Plan Share Credits		0.0	F2				F3		F3	Class A Common Stock		1743.94				1743.94				D			
0001214659-24-001611	1972482	Employee Stock Option (Right to Buy)		27.38					F2	22-JUL-2024		Common Stock		2500.0								D			
0001214659-24-001611	1972483	Employee Stock Option (Right to Buy)		29.09					F3	26-OCT-2026		Common Stock		3000.0								D			
0001214659-24-001611	1972484	Employee Stock Option (Right to Buy)		23.76					F4	30-OCT-2028		Common Stock		2000.0								D			
0001214659-24-001611	1972486	Employee Stock Option (Right to Buy)		15.91					F6	28-OCT-2030		Common Stock		5000.0								D			
0001214659-24-001611	1972485	Employee Stock Option (Right to Buy)		25.72					F5	29-OCT-2029		Common Stock		3750.0								D			
0001127602-24-002907	1712355	Incentive Compensation Deferral Plan Share Credits		0.0	F2				F3		F3	Class A Common Stock		2663.05				2663.05				D			
0001209191-24-002545	1709113	Phantom Stock	F4		F5				F5		F5	Common Stock		6130.73				6130.73	F4			D			
0001437749-24-002815	1793466	Stock Option		3.18					F11	30-OCT-2030		Common stock		1329.0				1329.0				I			
0001437749-24-002815	1793465	Stock Option		2.22					F11	11-SEP-2029		Common Stock		1477.0				1477.0				I		Held by Spouse	
0001437749-24-002815	1793464	Stock Option		1.92					F11	25-SEP-2028		Common Stock		640.0				640.0				I		Held by Spouse	
0001437749-24-002815	1793462	Restricted Stock Unit			F4				F9		F10	Common Stock		1389.0				1389.0				D		Held by Spouse	
0001437749-24-002815	1793461	Restricted Stock Unit			F4				F8		F10	Common Stock		8334.0				8334.0				D		Held by Spouse	
0001437749-24-002815	1793460	Restricted Stock Unit			F4				F7		F10	Common Stock		178.0				178.0				I		Held by Spouse	
0001437749-24-002815	1793459	Restricted Stock Unit			F4				F6		F10	Common Stock		512.0				512.0				I		Held by Spouse	
0001437749-24-002815	1793467	Restricted Stock Unit			F4				F5		F10	Common Stock		16667.0				16667.0				D			
0001437749-24-002815	1793468	Restricted Stock Unit			F4				F12		F10	Common Stock		2500.0				2500.0				I			
0001437749-24-002815	1793463	Stock Option		1.44					F11	26-OCT-2026		Common Stock		1477.0				1477.0				I		Held by Spouse	
0001437749-24-002813	1840293	Stock Option		3.18					F5	30-OCT-2030		Common Stock		1773.0				1773.0				D			
0001437749-24-002813	1840294	Restricted Stock Unit			F1				F3		F6	Common Stock		1839.0				1839.0				D			
0001437749-24-002813	1840292	Stock Option		2.22					F5	11-SEP-2029		Common Stock		24618.0				24618.0				D			
0001437749-24-002813	1840291	Restricted Stock Unit			F1				F4		F6	Common Stock		1445.0				1445.0				D			
0001437749-24-002813	1840290	Restricted Stock Unit			F1				F2		F6	Common Stock		8334.0				8334.0				D			
0001437749-24-002811	1801731	Stock Option		12.0					F5	21-FEB-2032		Common Stock		21667.0				21667.0				D			
0001437749-24-002811	1801730	Restricted Stock Unit			F2				F3		F4	Common Stock		8334.0				8334.0				D			
0001437749-24-002809	1731452	Stock Option		1.92					F5	25-SEP-2028		Common Stock		4268.0				4268.0				D			
0001437749-24-002809	1731451	Stock Option		1.44					F5	05-DEC-2026		Common Stock		6155.0				6155.0				D			
0001437749-24-002809	1731450	Restricted Stock Unit			F1				F4		F6	Common Stock		1445.0				1445.0				D			
0001437749-24-002809	1731449	Restricted Stock Unit			F1				F2		F6	Common Stock		8334.0				8334.0				D			
0001437749-24-002809	1731453	Stock Option		2.22					F5	11-SEP-2029		Common Stock		2068.0				2068.0				D			
0001437749-24-002809	1731455	Restricted Stock Unit			F1				F3		F6	Common Stock		1753.0				1753.0				D			
0001437749-24-002809	1731454	Stock Option		3.18					F5	30-OCT-2030		Common Stock		1477.0				1477.0				D			
0001437749-24-002807	1707153	Series V Preferred Stock		0.0				03-JAN-2024			F1	Common Stock		35714.0								D			
0001437749-24-002807	1707154	Warrants		2.8				03-JAN-2023		31-DEC-2025		Common Stock		17857.0								D			
0001437749-24-002807	1707155	Options	F2	0.01				23-OCT-2023	F3	23-OCT-2033		Common Stock		14000.0								D			
0001127602-24-002888	1748938	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		28800.0				12.0				I			
0001127602-24-002888	1748936	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		9600.0				4.0				D		Family L.P.	F2
0001127602-24-002888	1748937	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		415200.0				173.0				I		Susan Hagen Non-Exempt Marital Irrev	F1
0001127602-24-002881	1819259	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		2400.0	F5			1.0	F5			D		Contingent Beneficiary & Co-Trustee, Trust	
0001127602-24-002881	1819260	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		1404000.0	F5			585.0	F5			I		Contingent Beneficiary & Co-Trustee, Trust	
0001127602-24-002881	1819261	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		1404000.0	F5			585.0	F5			I		Primary Beneficiary & Co-Trustee, Trust	
0001127602-24-002881	1819262	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		2808000.0	F5			1170.0	F5			I			
0001415889-24-002148	1903039	Stock Option		9.6				01-MAR-2016		01-MAR-2024		Common Stock		3750.0								D			
0001415889-24-002148	1903040	Stock Option		15.05				30-SEP-2017		30-SEP-2025		Common Stock		3588.0								D			
0001127602-24-002867	1831896	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		2808000.0	F3			1170.0	F3			I		Contingent Beneficiary & Co-Trustee, Trust	
0001127602-24-002867	1831898	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		1404000.0	F3			585.0	F3			I		Primary Beneficiary & Co-Trustee, Trust	
0001127602-24-002867	1831897	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		1404000.0	F3			585.0	F3			I		Contingent Beneficiary & Co-Trustee, Trust	
0001127602-24-002866	1796275	Hypothetical Shares			F5				F6		F6	Common Stock, $.25 Par Value		10008.0				10008.0	F7			I		By Supplemental 401(k) Plan	
0000067887-24-000012	1892841	SAR	F9	65.9					F8	17-NOV-2025		Class B Common		6667.0				6667.0				D			
0000067887-24-000012	1892839	SAR	F7	74.38					F8	11-NOV-2024		Class A Common		10000.0				10000.0				D			
0000067887-24-000012	1892840	SAR	F9	63.04					F8	17-NOV-2025		Class A Common		3333.0				3333.0				D			
0000067887-24-000012	1892844	SAR	F9	80.19					F8	13-NOV-2028		Class B Common		6988.0				6988.0				D			
0000067887-24-000012	1892842	SAR	F9	71.65					F8	15-NOV-2026		Class B Common		10000.0				10000.0				D			
0000067887-24-000012	1892843	SAR	F9	82.31					F8	14-NOV-2027		Class B Common		6181.0				6181.0				D			
0001127602-24-002862	1802604	Restricted Stock Unit	F2		F2				F2		F2	Common Stock		697.0				697.0				D			
0000889331-24-000016	1982296	Stock Option (right to buy)		166.63					F1	10-JUL-2027		Common Stock		5274.0								D			
0000889331-24-000016	1982299	Stock Option (right to buy)		240.76					F4	27-APR-2030		Common Stock		4291.0								D			
0000889331-24-000016	1982298	Stock Option (right to buy)		231.64					F3	28-APR-2029		Common Stock		3488.0								D			
0000889331-24-000016	1982297	Stock Option (right to buy)		267.84					F2	22-APR-2028		Common Stock		1330.0								D			
0001415199-24-000002	1849943	Stock Options (Right to Buy)		19.68				31-JAN-2017	F2	31-JAN-2026		Common		13622.0				13622.0				D			
0001415199-24-000002	1849942	Stock Options (Right to Buy)		18.52				31-JAN-2017	F2	31-JAN-2025		Common		9000.0				9000.0				D			
0001415199-24-000002	1849949	Performance Restricted Stock Units			F3			15-MAR-2024	F5	15-MAR-2024	F5	Common		10344.0				10344.0				D			
0001415199-24-000002	1849948	Restricted Stock Units			F3			15-MAR-2024	F4	15-MAR-2026	F4	Common		6318.0				6318.0				D			
0001415199-24-000002	1849947	Restricted Stock Units			F3			15-MAR-2023	F4	15-MAR-2025	F4	Common		3298.0				3298.0				D			
0001415199-24-000002	1849941	Stock Options (Right to Buy)		18.78				31-JAN-2016	F2	31-JAN-2024		Common		955.0				955.0				D			
