ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001437749-24-009532	1909268	Stock Appreciation Right		25.76				15-MAR-2017		15-MAR-2026		Common Stock		14428.0				14428.0				D			
0001437749-24-009532	1909267	Stock Appreciation Right		40.0				21-MAR-2018		21-MAR-2027		Common Stock		7571.0				7571.0				D			
0001437749-24-009532	1909266	Stock Appreciation Right		22.96				17-MAR-2016		17-MAR-2025		Common Stock		12319.0				12319.0				D			
0001437749-24-009532	1909273	Stock Appreciation Right		54.91				14-FEB-2023		14-FEB-2032		Common Stock		10142.0				10142.0				D			
0001437749-24-009530	1884710	Stock Appreciation Right		25.76				15-MAR-2017		15-MAR-2026		Common Stock		9469.0				9469.0				D			
0001437749-24-009530	1884718	Stock Appreciation Right		47.95				12-FEB-2025		12-FEB-2034		Common Stock		6263.0				6263.0				D			
0001437749-24-009530	1884717	Stock Appreciation Right		60.76				13-FEB-2024		13-FEB-2033		Common Stock		5236.0				5236.0				D			
0001437749-24-009530	1884716	Stock Appreciation Right		54.91				14-FEB-2023		14-FEB-2032		Common Stock		5314.0				5314.0				D			
0001437749-24-009530	1884715	Stock Appreciation Right		50.71				25-FEB-2022		25-FEB-2031		Common Stock		4873.0				4873.0				D			
0001437749-24-009530	1884714	Stock Appreciation Right		37.3				25-FEB-2021		25-FEB-2030		Common Stock		8193.0				8193.0				D			
0001437749-24-009530	1884713	Stock Appreciation Right		36.65				19-FEB-2020		19-FEB-2029		Common Stock		6989.0				6989.0				D			
0001437749-24-009530	1884712	Stock Appreciation Right		39.32				01-OCT-2019		01-OCT-2028		Common Stock		17500.0				17500.0				D			
0001437749-24-009530	1884711	Stock Appreciation Right		40.0				21-MAR-2018		21-MAR-2027		Common Stock		4968.0				4968.0				D			
0001437749-24-009530	1884709	Stock Appreciation Right		22.96				17-MAR-2016		17-MAR-2025		Common Stock		8098.0				8098.0				D			
0001437749-24-009530	1884708	Stock Appreciation Right		35.9				20-FEB-2019		20-FEB-2028		Common Stock		4872.0				4872.0				D			
0001437749-24-009529	1954552	Stock Appreciation Right		36.65				19-FEB-2020		19-FEB-2029		Common Stock		4098.0				4098.0				D			
0001437749-24-009529	1954551	Stock Appreciation Right		35.9				20-FEB-2019		20-FEB-2028		Common Stock		3541.0				3541.0				D			
0001437749-24-009529	1954550	Stock Appreciation Right		40.0				21-MAR-2018		21-MAR-2027		Common Stock		3606.0				3606.0				D			
0001437749-24-009529	1954548	Stock Appreciation Right		25.76				15-MAR-2017		15-MAR-2026		Common Stock		6871.0				6871.0				D			
0001437749-24-009529	1954555	Stock Appreciation Right		50.71				25-FEB-2022		25-FEB-2031		Common Stock		3413.0				3413.0				D			
0001437749-24-009529	1954556	Stock Appreciation Right		54.91				14-FEB-2023		14-FEB-2032		Common Stock		4000.0				4000.0				D			
0001437749-24-009529	1954554	Stock Appreciation Right		37.3				25-FEB-2021		25-FEB-2030		Common Stock		5738.0				5738.0				D			
0001437749-24-009529	1954553	Stock Appreciation Right		38.18				01-MAY-2020		01-MAY-2029		Common Stock		12500.0				12500.0				D			
0001437749-24-009529	1954558	Stock Appreciation Right		47.95				12-FEB-2025		12-FEB-2034		Common Stock		4943.0				4943.0				D			
0001437749-24-009529	1954557	Stock Appreciation Right		60.76				13-FEB-2024		13-FEB-2033		Common Stock		4132.0				4132.0				D			
0001437749-24-009529	1954549	Stock Appreciation Right		22.96				17-MAR-2016		17-MAR-2025		Common Stock		5481.0				5481.0				D			
0001437749-24-009527	1833215	Stock Appreciation Right		47.95				12-FEB-2025		12-FEB-2034		Common Stock		3422.0				3422.0				D			
0001437749-24-009527	1833213	Stock Appreciation Right		54.91				14-FEB-2023		14-FEB-2032		Common Stock		3350.0				3350.0				D			
0001437749-24-009527	1833212	Stock Appreciation Right		50.71				25-FEB-2022		25-FEB-2031		Common Stock		2983.0				2983.0				D			
0001437749-24-009527	1833211	Stock Appreciation Right		37.3				25-FEB-2021		25-FEB-2030		Common Stock		5014.0				5014.0				D			
0001437749-24-009527	1833210	Stock Appreciation Right		36.65				19-FEB-2020		19-FEB-2029		Common Stock		4003.0				1602.0				D			
0001437749-24-009527	1833209	Stock Appreciation Right		39.32				01-OCT-2019		01-OCT-2028		Common Stock		10000.0				10000.0				D			
0001437749-24-009527	1833214	Stock Appreciation Right		60.76				13-FEB-2024		13-FEB-2033		Common Stock		2861.0				2861.0				D			
0001437749-24-009526	1783725	Stock Appreciation Right		60.76				13-FEB-2024		13-FEB-2033		Common Stock		2188.0				2188.0				D			
0001437749-24-009526	1783726	Stock Appreciation Right		47.95				14-FEB-2025		14-FEB-2034		Common Stock		2617.0				2617.0				D			
0001437749-24-009526	1783723	Stock Appreciation Right		50.71				25-FEB-2022		25-FEB-2031		Common Stock		2667.0				2667.0				D			
0001437749-24-009526	1783724	Stock Appreciation Right		54.91				14-FEB-2023		14-FEB-2032		Common Stock		2742.0				2742.0				D			
0001437749-24-009526	1783717	Stock Appreciation Right		35.9				20-FEB-2019		20-FEB-2028		Common Stock		3716.0				3716.0				D			
0001437749-24-009526	1783718	Stock Appreciation Right		22.96				17-MAR-2016		17-MAR-2025		Common Stock		6343.0				6343.0				D			
0001437749-24-009526	1783719	Stock Appreciation Right		25.76				15-MAR-2017		15-MAR-2026		Common Stock		7170.0				7170.0				D			
0001437749-24-009526	1783720	Stock Appreciation Right		40.0				21-MAR-2018		21-MAR-2027		Common Stock		3833.0				3833.0				D			
0001437749-24-009526	1783721	Stock Appreciation Right		36.65				19-FEB-2020		19-FEB-2029		Common Stock		3894.0				3894.0				D			
0001437749-24-009526	1783722	Stock Appreciation Right		37.3				25-FEB-2021		25-FEB-2030		Common Stock		4484.0				4484.0				D			
0001437749-24-009525	1923948	Stock Appreciation Right		60.76				13-FEB-2024		13-FEB-2033		Common Stock		2087.0				2087.0				D			
0001437749-24-009525	1923949	Stock Appreciation Right		47.95				12-FEB-2025		12-FEB-2034		Common Stock		2496.0				2496.0				D			
0001437749-24-009525	1923939	Stock Appreciation Right		35.9				20-FEB-2019		20-FEB-2028		Common Stock		3162.0				3162.0				D			
0001437749-24-009525	1923940	Stock Appreciation Right		19.44				24-JUN-2015		24-JUN-2024		Common Stock		3240.0				3240.0				D			
0001437749-24-009525	1923947	Stock Appreciation Right		54.91				14-FEB-2023		14-FEB-2032		Common Stock		2571.0				2571.0				D			
0001437749-24-009525	1923941	Stock Appreciation Right		22.96				17-MAR-2016		17-MAR-2025		Common Stock		4236.0				4236.0				D			
0001437749-24-009525	1923945	Stock Appreciation Right		37.3				25-FEB-2021		25-FEB-2030		Common Stock		3801.0				3801.0				D			
0001437749-24-009525	1923944	Stock Appreciation Right		36.65				19-FEB-2020		19-FEB-2029		Common Stock		3226.0				3226.0				D			
0001437749-24-009525	1923943	Stock Appreciation Right		40.0				21-MAR-2018		21-MAR-2027		Common Stock		3222.0				3222.0				D			
0001437749-24-009525	1923942	Stock Appreciation Right		25.76				15-MAR-2017		15-MAR-2026		Common Stock		5979.0				5979.0				D			
0001437749-24-009525	1923946	Stock Appreciation Right		50.71				25-FEB-2022		25-FEB-2031		Common Stock		2261.0				2261.0				D			
0001437749-24-009516	1867820	Stock Appreciation Rights			F1				F2		F3	Common Stock		6664.0				6664.0				D			
0001701756-24-000049	1868047	Stock Options		0.41				02-MAY-2022		02-MAY-2032		Common Stock		75000.0	F3			75000.0				D			
0001701756-24-000049	1868046	Stock Options		1.51				27-FEB-2023		27-FEB-2033		Common Stock		100000.0	F2			100000.0				D			
0001140361-24-015411	1920295	Warrants to purchase Class A Common Stock		11.5					F3		F4	Class A Common Stock		71340.0				71340.0	F1			I		See footnote	F2
0000950172-24-000099	1905769	Class B Common Stock			F1				F1		F1	Class A Common Stock		27141628.0				27141628.0				I		By Better Portfolio Holdings 1 LLC	F2
0000950170-24-036728	1965857	Performance-based Restricted Stock Units			F5				F5		F5	Common Stock		13624.0				13624.0				D			
0000950170-24-036728	1965858	Performance-based Restricted Stock Units			F6				F6		F6	Common Stock		27249.0				27249.0				D			
0000950170-24-036728	1965859	Performance-based Restricted Stock Units			F7				F7		F7	Common Stock		27249.0				27249.0				D			
0000950170-24-036728	1965854	Performance-based Restricted Stock Units			F2				F2		F2	Common Stock		9771.0				9771.0				D			
0000950170-24-036728	1965862	Employee Stock Option (right to buy)		16.12					F10	26-MAY-2026		Common Stock		30660.0				30660.0				D			
0000950170-24-036728	1965861	Non-qualified Stock Option (right to buy)		15.88					F9	11-APR-2024		Common Stock		170000.0				170000.0				D			
0000950170-24-036728	1965860	Incentive Stock Option (right to buy)		17.18					F8	01-SEP-2026		Common Stock		60000.0				60000.0				D			
0000950170-24-036728	1965856	Performance-based Restricted Stock Units			F4				F4		F4	Common Stock		19541.0				19541.0				D			
0000950170-24-036728	1965855	Performance-based Restricted Stock Units			F3				F3		F3	Common Stock		19541.0				19541.0				D			
0000950170-24-036727	1897414	Performance-based Restricted Stock Units			F4				F4		F4	Common Stock		2109.0				2109.0				D			
0000950170-24-036727	1897413	Performance-based Restricted Stock Units			F3				F3		F3	Common Stock		2109.0				2109.0				D			
0000950170-24-036727	1897412	Performance-based Restricted Stock Units			F2				F2		F2	Common Stock		1055.0				1055.0				D			
0000950170-24-036727	1897416	Performance-based Restricted Stock Units			F6				F6		F6	Common Stock		3806.0				3806.0				D			
0000950170-24-036727	1897415	Performance-based Restricted Stock Units			F5				F5		F5	Common Stock		1903.0				1903.0				D			
0000950170-24-036727	1897418	Incentive Stock Option (right to buy)		17.18					F8	01-SEP-2026		Common Stock		20000.0				20000.0				D			
0000950170-24-036727	1897417	Performance-based Restricted Stock Units			F7				F7		F7	Common Stock		3806.0				3806.0				D			
0000950170-24-036726	1970352	Performance-based Restricted Stock Units			F5				F5		F5	Common Stock		1470.0				1470.0				D			
0000950170-24-036726	1970351	Performance-based Restricted Stock Units			F4				F4		F4	Common Stock		1923.0				1923.0				D			
0000950170-24-036726	1970353	Performance-based Restricted Stock Units			F6				F6		F6	Common Stock		2941.0				2941.0				D			
0000950170-24-036726	1970354	Performance-based Restricted Stock Units			F7				F7		F7	Common Stock		2941.0				2941.0				D			
0000950170-24-036726	1970349	Performance-based Restricted Stock Units			F2				F2		F2	Common Stock		962.0				962.0				D			
0000950170-24-036726	1970350	Performance-based Restricted Stock Units			F3				F3		F3	Common Stock		1923.0				1923.0				D			
0000950170-24-036725	1959781	Incentive Stock Option (right to buy)		17.18					F8	01-SEP-2026		Common Stock		30000.0				30000.0				D			
0000950170-24-036725	1959780	Performance-based Restricted Stock Units			F7				F7		F7	Common Stock		3200.0				3200.0				D			
0000950170-24-036725	1959779	Performance-based Restricted Stock Units			F6				F6		F6	Common Stock		3200.0				3200.0				D			
0000950170-24-036725	1959778	Performance-based Restricted Stock Units			F5				F5		F5	Common Stock		1601.0				1601.0				D			
0000950170-24-036725	1959777	Performance-based Restricted Stock Units			F4				F4		F4	Common Stock		1861.0				1861.0				D			
0000950170-24-036725	1959775	Performance-based Restricted Stock Units			F2				F2		F2	Common Stock		931.0				931.0				D			
0000950170-24-036725	1959776	Performance-based Restricted Stock Units			F3				F3		F3	Common Stock		1861.0				1861.0				D			
0000950170-24-036724	1777423	Performance-based Restricted Stock Units			F4				F4		F4	Common Stock		2109.0				2109.0				D			
0000950170-24-036724	1777424	Performance-based Restricted Stock Units			F5				F5		F5	Common Stock		1861.0				1861.0				D			
0000950170-24-036724	1777425	Performance-based Restricted Stock Units			F6				F6		F6	Common Stock		3719.0				3719.0				D			
0000950170-24-036724	1777426	Performance-based Restricted Stock Units			F7				F7		F7	Common Stock		3719.0				3719.0				D			
0000950170-24-036724	1777421	Performance-based Restricted Stock Units			F2				F2		F2	Common Stock		1055.0				1055.0				D			
0000950170-24-036724	1777422	Performance-based Restricted Stock Units			F3				F3		F3	Common Stock		2109.0				2109.0				D			
0000950170-24-036723	1924831	Performance-based Restricted Stock Units			F3				F3		F3	Common Stock		1365.0				1365.0				D			
0000950170-24-036723	1924830	Performance-based Restricted Stock Units			F2				F2		F2	Common Stock		682.0				682.0				D			
0000950170-24-036723	1924835	Performance-based Restricted Stock Units			F7				F7		F7	Common Stock		2162.0				2162.0				D			
0000950170-24-036723	1924834	Performance-based Restricted Stock Units			F6				F6		F6	Common Stock		2162.0				2162.0				D			
0000950170-24-036723	1924833	Performance-based Restricted Stock Units			F5				F5		F5	Common Stock		1083.0				1083.0				D			
0000950170-24-036723	1924832	Performance-based Restricted Stock Units			F4				F4		F4	Common Stock		1365.0				1365.0				D			
0001327811-24-000050	1716419	Class B Common Stock			F9, F8				F9, F8		F9, F8	Class A Common Stock		43816594.0				43816594.0				D	F7		
0001127602-24-011207	1709559	Employee Stock Option (Right to Buy)		92.46				08-FEB-2022		08-FEB-2029		Common Stock		0.0				0.0				D			
0001127602-24-011207	1709558	Employee Stock Option (Right to Buy)		92.46				08-FEB-2022		08-FEB-2029		Common Stock		89916.0				89916.0				I		By TJW Options LLC 2019 Series Last Third	
0001127602-24-011207	1709557	Employee Stock Option (Right to Buy)		92.46				08-FEB-2022		08-FEB-2029		Common Stock		89915.0				89915.0				I		By TJW Options LLC 2019 Series Middle Third	
0001415889-24-009149	1794912	Nonqualified Stock Option (right to buy)		44.87				18-DEC-2017	F10	18-DEC-2027		Common Stock		2377.0				2377.0				D			
0001415889-24-009149	1794913	Nonqualified Stock Option (right to buy)		47.45				06-DEC-2018	F10	06-DEC-2028		Common Stock		2845.0				2845.0				D			
0001415889-24-009148	1913708	Nonqualified Stock Option (right to buy)		44.87				18-DEC-2017	F10	18-DEC-2027		Common Stock		16304.0				16304.0				D			
0001415889-24-009148	1913709	Nonqualified Stock Option (right to buy)		47.45				06-DEC-2018	F10	06-DEC-2028		Common Stock		15173.0				15173.0				D			
0001415889-24-009145	1769567	Non-qualified stock options (right to buy)		47.45				06-DEC-2018	F10	06-DEC-2028		Common Stock		4425.0				4425.0				D			
0001415889-24-009145	1769566	Nonqualified Stock Option (right to buy)		44.87				18-DEC-2017	F10	18-DEC-2027		Common Stock		4076.0				4076.0				D			
0001437749-24-009456	1762435	Common Stock - Warrants		7.0				24-JAN-2022		24-JAN-2027		SQFT Common Stock - Series A		21500.0				21500.0				I			
0001437749-24-009456	1762434	Common Stock - Warrants		7.0				24-JAN-2022		24-JAN-2027		SQFT Common Stock - Series A		308388.0				308388.0				D		Various	F4
0000950170-24-036610	1769542	Class B Common Stock			F11				F11		F11	Class B Common Stock		1424796.0				1424796.0				I	F4, F3, F13, F5	By ICONIQ Strategic Partners V-B, L.P.	
0000950170-24-036610	1769541	Class B Common Stock			F11				F11		F11	Class B Common Stock		924889.0				924889.0				I	F4, F12, F3, F5	By ICONIQ Strategic Partners V, L.P.	
0000950170-24-036603	1767152	Class B Common Stock			F13				F13		F13	Class B Common Stock		1424796.0				1424796.0				I	F15, F4, F3, F5	By ICONIQ Strategic Partners V-B, L.P.	
0000950170-24-036603	1767151	Class B Common Stock			F13				F13		F13	Class B Common Stock		924889.0				924889.0				I	F14, F4, F3, F5	By ICONIQ Strategic Partners V, L.P.	
0001651308-24-000034	1969716	Share Option (Right to Buy)		15.97					F2	30-AUG-2033		Ordinary Shares		14677.0								D			
0000950170-24-036565	1726615	Class B Common Stock			F4				F4		F4	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F5
0001723596-24-000155	1735526	Stock Options (right to buy)		16.49				06-MAR-2025	F7	06-MAR-2034		Common Stock		5107.0				5107.0				D			
0001723596-24-000155	1735525	Stock Options (right to buy)		15.94				01-MAY-2024	F6	01-MAY-2033		Common Stock		6203.0				6203.0				D			
0001723596-24-000155	1735524	Stock Options (right to buy)		20.54				31-OCT-2023	F5	31-OCT-2032		Common Stock		5540.0				5540.0				D			
0001723596-24-000154	1849444	Stock Options (right to buy)		15.94				01-MAY-2024	F6	01-MAY-2033		Common Stock		37894.0				37894.0				D			
0001723596-24-000154	1849445	Stock Options (right to buy)		16.49				06-MAR-2025	F7	06-MAR-2034		Common Stock		37168.0				37168.0				D			
0001723596-24-000154	1849443	Stock Options (right to buy)		15.6				23-JUL-2020	F5	23-JUL-2029		Common Stock		656471.0				656471.0				D			
0001723596-24-000153	1791372	Stock Options (right to buy)		15.94				01-MAY-2024	F6	01-MAY-2033		Common Stock		12632.0				12632.0				D			
0001723596-24-000153	1791373	Stock Options (right to buy)		16.49				06-MAR-2025	F7	06-MAR-2034		Common Stock		9292.0				9292.0				D			
0001723596-24-000153	1791371	Stock Options (right to buy)		15.6				23-JUL-2020	F5	23-JUL-2029		Common Stock		155294.0				155294.0				D			
0001723596-24-000152	1865107	Stock Options (right to buy)		15.6				23-JUL-2020	F5	23-JUL-2029		Common Stock		188235.0				188235.0				D			
0001723596-24-000152	1865109	Stock Options (right to buy)		16.49				06-MAR-2025	F7	06-MAR-2034		Common Stock		8850.0				8850.0				D			
0001723596-24-000152	1865108	Stock Options (right to buy)		15.94				01-MAY-2024	F6	01-MAY-2033		Common Stock		12030.0				12030.0				D			
0001723596-24-000151	1804246	Stock Options (right to buy)		15.94				01-MAY-2024	F8	01-MAY-2033		Common Stock		11579.0				11579.0				D			
0001723596-24-000151	1804247	Stock Options (right to buy)		16.49				06-MAR-2025	F9	06-MAR-2034		Common Stock		8518.0				8518.0				D			
0001723596-24-000151	1804245	Stock Options (right to buy)		17.86				22-MAR-2022	F7	22-MAR-2031		Common Stock		57026.0				57026.0				D			
0001723596-24-000151	1804244	Stock Options (right to buy)		17.0				23-JUL-2020	F6	23-JUL-2029		Common Stock		17647.0				17647.0				D			
0001679788-24-000049	1933006	Class B Common Stock			F3				F3		F3	Class A Common Stock		601637.0				601637.0				I		By The Brian Armstrong Legacy Trust	F15
0001679788-24-000049	1933008	Class B Common Stock			F3				F3		F3	Class A Common Stock		7301833.0				7301833.0				I		By The Armstrong 2018 Irrevocable Trsut	F17
0001679788-24-000049	1933007	Class B Common Stock			F3				F3		F3	Class A Common Stock		2719574.0				2719574.0				I		By The Armstrong 2014 Irrevocable Trust	F16
0000950170-24-036500	1954415	Class B Common Stock		0.0					F6		F6	Class A Common Stock		11187815.0				11187815.0				I		Directly held by General Catalyst Group VIII, L.P.	
0000950170-24-036500	1954416	Class B Common Stock		0.0					F6		F6	Class A Common Stock		8588813.0				8588813.0				I		Directly held by GC Venture VIII-B, LLC	
0000950170-24-036500	1954417	Class B Common Stock		0.0					F6		F6	Class A Common Stock		4520428.0				4520428.0				I		Directly held by General Catalyst Group X - Endurance, L.P.	
0000950170-24-036497	1895775	Class B Common Stock		0.0					F6		F6	Class A Common Stock		11187815.0				11187815.0				I		Directly held by General Catalyst Group VIII, L.P.	
0000950170-24-036497	1895776	Class B Common Stock		0.0					F6		F6	Class A Common Stock		8588813.0				8588813.0				I		Directly held by GC Venture VIII-B, LLC	
0000950170-24-036497	1895777	Class B Common Stock		0.0					F6		F6	Class A Common Stock		4520428.0				4520428.0				I		Directly held by General Catalyst Group X - Endurance, L.P.	
0000897069-24-000785	1776620	Performance Units			F12				F12	24-FEB-2032		Common Stock		5880.0				5880.0				D			
0000897069-24-000785	1776619	Performance Units			F11				F11	28-FEB-2033		Common Stock		18282.0				18282.0				D			
0000897069-24-000785	1776624	Performance Units			F16				F16	01-MAR-2034		Common Stock		10989.0				10989.0				D			
0000897069-24-000785	1776617	Option (right to buy)		65.26					F9	08-MAY-2030		Common Stock		107244.0				107244.0				D			
0000897069-24-000785	1776616	Option (right to buy)		44.91					F8	08-FEB-2029		Common Stock		2301.0				2301.0				D			
0000897069-24-000785	1776621	Performance Units			F13				F13	01-MAR-2034		Common Stock		4223.0				4223.0				D			
0000897069-24-000785	1776622	Performance Units			F14				F14	01-MAR-2034		Common Stock		36630.0				36630.0				D			
0000897069-24-000785	1776623	Performance Units			F15				F15	01-MAR-2034		Common Stock		3663.0				3663.0				D			
0000897069-24-000785	1776618	Performance Units			F10				F10	28-FEB-2033		Common Stock		8227.0				8227.0				D			
0001104659-24-039062	1843449	Class 2 LTIP Units		57.71				03-OCT-2020		03-OCT-2027		Common Stock		17500.0				17500.0				D			
0001104659-24-039062	1843448	Class 2 LTIP Units		94.96				14-MAR-2021		14-MAR-2028		Common Stock		27451.0				27451.0				D			
0001104659-24-039062	1843447	Class 2 LTIP Units		61.12				27-FEB-2022		27-FEB-2029		Common Stock		35000.0				35000.0				D			
0001104659-24-039062	1843453	Common Units	F2	0.0	F2				F2		F2	Common Stock	F2	77.05				77.05				D			
0001104659-24-039062	1843452	Class 2 LTIP Units		85.97				11-DEC-2017		11-DEC-2025		Common Stock		30000.0				30000.0				D			
0001104659-24-039062	1843451	Class 2 LTIP Units		45.59				31-MAR-2019		31-MAR-2026		Common Stock		35000.0				35000.0				D			
0001104659-24-039062	1843450	Class 2 LTIP Units		57.34				18-APR-2020		18-APR-2027		Common Stock		17500.0				17500.0				D			
0001104659-24-039059	1796187	Stock Options (right to purchase)		85.97				11-DEC-2017		11-DEC-2025		Common Stock		30000.0				30000.0				D			
0001104659-24-039059	1796183	Stock Options (right to purchase)		94.96				14-MAR-2021		14-MAR-2028		Common Stock		27451.0				27451.0				D			
0001104659-24-039059	1796182	Stock Options (right to purchase)		61.12				27-FEB-2022		27-FEB-2029		Common Stock		35000.0				35000.0				D			
0001104659-24-039059	1796185	Stock Options (right to purchase)		57.34				18-APR-2020		18-APR-2027		Common Stock		17500.0				17500.0				D			
0001104659-24-039059	1796188	Common Units	F2	0.0	F2				F2		F2	Common Stock	F2	27.8				27.8				D			
0001104659-24-039059	1796184	Stock Options (right to purchase)		57.71				03-OCT-2020		03-OCT-2027		Common Stock		17500.0				17500.0				D			
0001104659-24-039059	1796186	Stock Options (right to purchase)		45.59				31-MAR-2019		31-MAR-2026		Common Stock		35000.0				35000.0				D			
0001104659-24-039057	1854954	Stock Options (right to purchase)		61.12				27-FEB-2022		27-FEB-2029		Common Stock		890.0				890.0				D			
0001104659-24-039057	1854951	Stock Options (right to purchase)		45.59				01-APR-2019		01-APR-2026		Common Stock		646.0				646.0				D			
0001104659-24-039057	1854952	Stock Options (right to purchase)		59.0				07-APR-2020		07-APR-2027		Common Stock		776.0				776.0				D			
0001104659-24-039057	1854953	Stock Options (right to purchase)		94.96				14-MAR-2021		14-MAR-2028		Common Stock		794.0				794.0				D			
0001104659-24-039055	1809386	Common Units	F9	0.0	F9				F9		F9	Common Units	F9	501.6				501.6				I		By Reserve, LP IV	
0001104659-24-039055	1809384	Series D Convertible Preferred Stock	F8	0.21	F8				F8		F8	Common Stock		34303.0	F8			152000.0				D		By Dartmore LP	
0001104659-24-039055	1809383	Series D Convertible Preferred Stock	F7, F6	0.21	F7, F6				F7, F6		F7, F6	Common Stock		18054.0	F7, F6			80000.0				I		By MJB Operating, LP	
0001104659-24-039055	1809382	Series D Convertible Preferred Stock	F5	0.21	F5				F5		F5	Common Stock		2041788.0	F5			9047300.0				I		By Trust	
0001104659-24-039055	1809381	Stock Options (right to purchase)		85.97				11-DEC-2017		11-DEC-2025		Common Stock		35000.0				35000.0				I		By MJB Investments LP	
0001104659-24-039055	1809380	Stock Options (right to purchase)		94.96				14-MAR-2021		14-MAR-2028		Common Stock		77206.0				77206.0				D		By MJB Operating, LP	
0001104659-24-039055	1809379	Special Limited Partnership Units (2022)	F1	0.0					F2		F3	Common Stock		38853.0				38853.0				I		Texas Yarrow LLC - 2022 PS	
0001104659-24-039055	1809378	Class 2 LTIP Units		85.97				11-DEC-2017		11-DEC-2025		Common Stock		60000.0				60000.0				I		Texas Yarrow LLC - 2022 PS	
0001104659-24-039055	1809377	Class 2 LTIP Units		61.12				27-FEB-2022		27-FEB-2029		Common Stock		90000.0				90000.0				I		Texas Yarrow LLC - 2022 PS	
0001104659-24-039055	1809376	Class 2 LTIP Units		45.0				15-MAR-2025		15-MAR-2032		Common Stock		48170.0	F4			48170.0				I		Texas Yarrow LLC - 2022 PS	
0001104659-24-039055	1809375	Class 2 LTIP Units		57.34				18-APR-2020		18-APR-2027		Common Stock		50000.0				50000.0				I		Texas Yarrow LLC - 2021 PS	
0001104659-24-039055	1809374	Class 2 LTIP Units		57.71				03-OCT-2020		03-OCT-2027		Common Stock		50000.0				50000.0				I		Texas Yarrow LLC - 2021 PS	
0001104659-24-039055	1809373	Class 2 LTIP Units		45.59				31-MAR-2019		31-MAR-2026		Common Stock		100000.0				100000.0				I		Texas Yarrow LLC - 2021 PS	
0001104659-24-039055	1809372	Special Limited Partnership Units (2023)	F1	0.0					F2		F3	Common Stock		41174.0				41174.0				I		Texas Yarrow LLC - 2023 PS	
0001104659-24-039055	1809391	Stock Units under Deferred Compensation Plan	F10		F10				F10		F10	Common Stock		195579.0				195579.0	F10			I			
0001104659-24-039055	1809390	Common Units	F9	0.0	F9				F9		F9	Common Units	F9	93.18	F9			93.18	F9			I			
0001104659-24-039055	1809389	Common Units	F9	0.0	F9				F9		F9	Common Units	F9	78.67				78.67				I		Bennett Family Trust	
0001104659-24-039055	1809388	Common Units	F9	0.0	F9				F10		F10	Common Units	F9	109.24				109.24				I		By Ashford Financial Corporation	
0001104659-24-039055	1809387	Common Units	F9	0.0	F9				F9		F9	Common Units	F9	35.91				35.91				I		By Reserve, LP III	
0001104659-24-039055	1809385	Common Units	F9	0.0	F9				F9		F9	Common Units	F9	143.04				143.04				I		By MJB Investments LP	
0000950170-24-036452	1805503	Warrant to purchase common stock		0.0					F4		F4	Common Stock		4778265.0								D			
0000950170-24-036452	1805501	Series X Preferred Stock			F1, F2				F1, F2		F1, F2	Common Stock		21635000.0								D			
0000950170-24-036452	1805502	Warrant to purchase common stock		0.23					F3		F3	Common Stock		10817500.0								D			
0001062993-24-007132	1754697	Stock Option (Right to Buy)		3.51					F4	07-JAN-2025		Common Stock, par value $0.001		10000.0				10000.0				D			
0001062993-24-007132	1754696	Stock Option (Right to Buy)		4.03					F4	16-APR-2025		Common Stock, par value $0.001		3000.0				3000.0				D		By Jama Land, LLC	F3
0001062993-24-007132	1754698	Stock Option (Right to Buy)		3.51					F4	07-JAN-2025		Common Stock, par value $0.001		10000.0				10000.0				D			
0001062993-24-007132	1754700	Warrant (Right to Buy)		4.6				22-JUN-2020		22-JUN-2025		Common Stock, par value $0.001		10800.0				10800.0				D			
0001062993-24-007132	1754701	Warrant (Right to Buy)		4.6				22-JUN-2020		22-JUN-2025		Common Stock, par value $0.001		25600.0				25600.0				D			
0001062993-24-007132	1754699	Warrant (Right to Buy)		3.22				14-OCT-2022		14-OCT-2027		Common Stock, par value $0.001		31104.0				31104.0				I			
0001701756-24-000046	1719107	Stock Options		1.51				27-FEB-2023		27-FEB-2033		Common Stock		100000.0	F2			100000.0				D			
0001701756-24-000046	1719108	Stock Options		0.41				02-MAY-2022		02-MAY-2027		Common Stock		100000.0	F3			100000.0				D			
0001701756-24-000046	1719109	Stock Options		0.41				02-MAY-2022		02-MAY-2032		Common Stock		100000.0				100000.0				D			
