ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001723596-24-000018	2500563	Common Stock				6808.0				I		By Stock Award II	F3
0001723596-24-000018	2500562	Common Stock				6704.0				I		By Stock Award	F2
0001723596-24-000018	2500561	Common Stock				44447.0				I		By Roth IRA	
0001723596-24-000018	2500560	Common Stock				27365.0				D		By IRA	
0001723596-24-000017	2546333	Common Stock				2287.0				D		By Stock Award II	F2
0001723596-24-000017	2546334	Common Stock				2743.0				I			
0001723596-24-000016	2752033	Common Stock				7.0				I		By Stock Award	F2
0001723596-24-000016	2752032	Common Stock				649.0				D		By SIM	
0001723596-24-000016	2752034	Common Stock				1298.0				I		By Stock Award II	F3
0001723596-24-000016	2752035	Common Stock				8527.0				I			
0001723596-24-000015	2442540	Common Stock				5469.0				I		By SERP	
0001723596-24-000015	2442541	Common Stock				26392.0				I		By SIM	
0001723596-24-000015	2442542	Common Stock				41572.0				I		By Spouse	
0001723596-24-000015	2442543	Common Stock				5933.0				I		By Stock Award	F2
0001723596-24-000015	2442544	Common Stock				26827.0				I		By Stock Award II	F3
0001723596-24-000015	2442545	Common Stock				52093.0				I			
0001723596-24-000015	2442538	Common Stock				203390.0				D		By 401(k)	
0001723596-24-000015	2442539	Common Stock				40946.0				I		By ESOP	
0001723596-24-000014	2542451	Common Stock				57483.0				D		By ESOP	
0001723596-24-000014	2542452	Common Stock				4532.0				I		By SERP	
0001723596-24-000014	2542456	Common Stock				17364.0				I			
0001723596-24-000014	2542455	Common Stock				6347.0				I		By Stock Award II	F3
0001723596-24-000014	2542454	Common Stock				4683.0				I		By Stock Award	F2
0001723596-24-000014	2542453	Common Stock				4887.0				I		By SIM	
0001723596-24-000013	2663458	Common Stock				53205.0				D		By 401(k)	
0001723596-24-000013	2663459	Common Stock				17151.0				I		By ESOP	
0001723596-24-000013	2663460	Common Stock				5469.0				I		By SERP	
0001723596-24-000013	2663461	Common Stock				5742.0				I		By SIM	
0001723596-24-000013	2663462	Common Stock				4214.0				I		By Stock Award	F2
0001723596-24-000013	2663463	Common Stock				7693.0				I		By Stock Award II	F3
0001723596-24-000013	2663464	Common Stock				16537.0				I			
0001723596-24-000012	2625610	Common Stock				6808.0				I		By Stock Award II	F3
0001723596-24-000012	2625609	Common Stock				46280.0				I		By Stock Award	F2
0001723596-24-000012	2625608	Common Stock				30950.0				D		By SEP-IRA	
0001723596-24-000012	2625611	Common Stock				2743.0				I			
0001723596-24-000011	2595185	Common Stock				12392.0				I			
0001723596-24-000011	2595184	Common Stock				105.0				I		By Stock Award	F2
0001723596-24-000011	2595182	Common Stock				3229.0				D		By ESOP	
0001723596-24-000011	2595183	Common Stock				966.0				I		By SERP	
0001723596-24-000010	2538687	Common Stock				18637.0				D		By ESOP	
0001723596-24-000010	2538688	Common Stock				4371.0				I		By SERP	
0001723596-24-000010	2538689	Common Stock				1649.0				I		By SIM	
0001723596-24-000010	2538690	Common Stock				441.0				I		By Stock Award	F2
0001723596-24-000010	2538691	Common Stock				715.0				I		By Stock Award II	F3
0001723596-24-000010	2538692	Common Stock				7839.0				I		By Stock Award III	F4
0001723596-24-000010	2538693	Common Stock				15917.0				I			
0000950170-24-001785	2651433	Common Stock, $2.50 Par Value				94.42				I		BY SPOUSE	
0000950170-24-001784	2800066	Common Stock, $2.50 Par Value				156.0				I		BY DAUGHTER	
0000950170-24-001784	2800067	Common Stock, $2.50 Par Value				156.0				I		BY SON	
0000950170-24-001783	2634630	Common Stock, $2.50 Par Value				30.7	F2			I		BY CHILD	
0000707549-24-000008	2472306	Common Stock				4802.65				I		By 401(k)	
0000707549-24-000008	2472307	Common Stock				567.06				I		By Spouse 401(k)	
0001127602-24-000790	2439900	Class A Common Stock				780.0				I		Spouse serves as Trustee of BTR 2020 GST for the benefit of the Reporting Person's Spouse	F3
0001127602-24-000790	2439898	Class A Common Stock				10079.0				I		Reporting Person is Trustee of a Trust for the benefit of minor child	F3
0001127602-24-000790	2439897	Class A Common Stock				7331.0				I		Reporting Person is Trustee of a Trust for the benefit of minor child	F3
0001127602-24-000790	2439899	Class A Common Stock				20029.0				I		Reporting person serves as Trustee of a Trust for the benefit of the David B. Williams	
0001209191-24-000702	2604249	Class C Google Stock Units	F1			112836.0				D			
0001209191-24-000702	2604250	Class C Google Stock Units	F2			41200.0				D			
0001127602-24-000789	2518796	Class A Common Stock				780.0				I		Reporting Person serves as Trustee of BTR 2020 GST for the benefit of the Reporting Person	
0001127602-24-000789	2518797	Class A Common Stock				10079.0				I		Spouse is Trustee of a Trust for the benefit of Reporting Person's minor child	F3
0001127602-24-000789	2518799	Class A Common Stock				20029.0				I		Spouse serves as Trustee of a Trust for the benefit of David B. Williams	F3
0001127602-24-000789	2518798	Class A Common Stock				7331.0				I		Spouse is Trustee of a Trust for the benefit of Reporting Person's minor child	F3
0001062993-24-000377	2723190	Common Stock - Voting				91196.41				D			
0001062993-24-000377	2723191	Common Stock - Non Voting				1129.46				D			
0001127602-24-000787	2689089	Class A Common Stock				780.0				I			
0001127602-24-000787	2689088	Class A Common Stock				780.0				I		Spouse serves as Trustee of BTR 2020 GST for the benefit of Thomas P.K. Rankin	F3
0001127602-24-000787	2689087	Class A Common Stock				780.0				I		Spouse serves as Trustee of BTR 2020 GST for the benefit of Matthew M. Rankin	F3
0001127602-24-000787	2689085	Class A Common Stock				6444.0				D		Reporting Person's Spouse serves as Trustee of Trust fbo of the Estate of Alfred M. Rankin.	F3
0001127602-24-000787	2689086	Class A Common Stock				5322.0				I		Spouse serves as Trustee of BTR 2020 GST for the benefit of James T. Rankin	F3
0001127602-24-000785	2764674	Class A Common Stock				5322.0				I		Reporting Person serves as Trustee of Trusts for the benefit of the Estate of Alfred M. Rankin.	F3
0001127602-24-000785	2764670	Class A Common Stock				6444.0				I		Held by Spouse	F3
0001127602-24-000785	2764671	Class A Common Stock				780.0				I		Reporting Person serves as Trustee of BTR 2020 GST for the benefit of James T. Rankin	F3
0001127602-24-000785	2764672	Class A Common Stock				780.0				I		Reporting Person serves as Trustee of BTR 2020 GST for the benefit of Matthew M. Rankin	F3
0001127602-24-000785	2764673	Class A Common Stock				780.0				I		Reporting Person serves as Trustee of BTR 2020 GST for the benefit of Thomas P.K. Rankin	F3
0001127602-24-000784	2803409	Class A Common Stock				14160.0				I		Held in an Individual Retirement Account for the benefit of the Reporting Person's spouse.	F3
0001127602-24-000784	2803411	Class A Common Stock				69872.0				I		Trust for the benefit of the Reporting Person	
0001127602-24-000784	2803410	Class A Common Stock				11076.0				I		Spouse serves as Trustee of a Trust for the benefit of Bruce T. Rankin	F3
0001127602-24-000782	2314829	Class A Common Stock				69872.0				I		Reporting Person serves as Trustee of a Trust for the benefit of Victoire G. Rankin	F3
0001127602-24-000782	2314827	Class A Common Stock				14160.0				I		Held in an Individual Retirement Account for the benefit of the Reporting Person.	
0001127602-24-000782	2314828	Class A Common Stock				11076.0				I		Reporting Person serves as Trustee of a Trust for the benefit of Bruce T. Rankin	F3
0001104659-24-001302	2524135	Common Stock				36030.0				I		See footnote	F2
0001104659-24-001302	2524134	Common Stock				29364.0				I		See footnote	F1
0001104659-24-001302	2524136	Common Stock				128000.0				I		See footnote	F4
0000821026-24-000011	2381154	Common Stock				515539.0				I		William E. Krueger Beneficiary Trust	
0001127602-24-000777	2456843	Class A Common Stock				6968.0				D			
0001628280-24-000414	2337198	Common Stock, par value $0.0001 per share				37584.0				I		Monticello Avenue LLC	F2
0001127602-24-000775	2420033	Class A Common Stock				780.0				I		Reporting Person serves as the Trustee of BTR 2020 GST Trust for the benefit of the Reporting Person	F3
0001127602-24-000775	2420032	Class A Common Stock				2800.0				I		Individual Retirement Account for the benefit of Spouse	F3
0001127602-24-000775	2420031	Class A Common Stock				10079.0				I		Held in Trust for the benefit of Reporting Person's minor child	F3
0001127602-24-000775	2420030	Class A Common Stock				10391.0				I		Held in Trust for the benefit of Reporting Person's minor child	F3
0001127602-24-000775	2420029	Class A Common Stock				157778.0				I		Held in Trust for the benefit of Reporting Person	
0001127602-24-000774	2684134	Class A Common Stock				10079.0				I		Held in Trust for the benefit of Reporting Person's minor child	F3
0001127602-24-000774	2684135	Class A Common Stock				10391.0				I		Held in Trust for the benefit of Reporting Person's minor child	F3
0001127602-24-000774	2684136	Class A Common Stock				157778.0				I		Held in Trust for the benefit of Spouse	F3
0001127602-24-000774	2684137	Class A Common Stock				780.0				I		Spouse serves as Trustee of BTR 2020 GST for the benefit of the Reporting Person's Spouse	F3
0001127602-24-000774	2684138	Class A Common Stock				2800.0				I		Individual Retirement Account for the benefit of Reporting Person	
0000912593-24-000008	2737527	COMMON STOCK, $0.01 PAR VALUE				5871.0				I		Owned by spouse	
0000912593-24-000008	2737528	COMMON STOCK, $0.01 PAR VALUE				86800.0				I		Owned by irrevocable trust.	F1
0000029644-24-000021	2653895	Common Stock				10590.0				I		By Benefit Plan Trust.	
0000029644-24-000021	2653896	Common Stock				11499.0				I		By Benefit Plan Trust	
0000950170-24-001733	2547518	SFNC Common Stock				41114.0				I		By SEP-IRA	
0000950170-24-001733	2547519	SFNC Common Stock				2906.0				I		By IRA	
0000950170-24-001733	2547520	SFNC Common Stock				10660.0				I		By IRA	
0000950170-24-001733	2547521	SFNC Common Stock				2478.0				I		By Spouse IRA	
0000950170-24-001733	2547517	SFNC Common Stock				9892.0				I		By IRA	
0000950170-24-001722	2323691	SFNC Common Stock				4800.0				I		By IRA	
0000950170-24-001718	2528403	SFNC Common Stock				4788.0				I		By Spouse	
0001562180-24-000192	2671180	Common Stock, par value $0.01 per share				95.0	F1			I		IRA/Retirement Savings	
0000029644-24-000007	2481816	Common  Stock				8733.0				I		By Trust	F1
0001562180-24-000191	2659095	Common Stock, par value $0.01 per share				2803.56	F1			I		Retirement Savings	
0001562180-24-000190	2364879	Common Stock, par value $0.01 per share				2177.7	F1			I		Retirement Savings	
0001562180-24-000189	2627589	Common Stock, par value $0.01 per share				6098.98	F1			I		Retirement Savings	
0001562180-24-000188	2776991	Common Stock, par value $0.01 per share				1820.6	F1			I		Retirement Savings	
0001437749-24-000554	2770597	Common Stock				3752.0	F3, F1, F2, F4			D		By 401k	
0001437749-24-000554	2770598	Common Stock				1318.0	F5			I			
0001437749-24-000553	2310672	Common Stock				34099.0	F2, F3, F4, F1			D		By IRA	
0001437749-24-000553	2310673	Common Stock				7800.0				I			
0001437749-24-000552	2418355	Common Stock				200.0				I			
0001437749-24-000552	2418354	Common Stock				4600.0	F1, F2			D		By Spouse	
0001437749-24-000551	2791520	Common Stock				750.0	F2, F1			D			
0001437749-24-000550	2469446	Common Stock				9650.0	F1, F2			D		By Partnership	
0001437749-24-000550	2469448	Common Stock				416.0				I			
0001437749-24-000550	2469447	Common Stock				3700.0				I		By 401k	
0001437749-24-000549	2777264	Common Stock				34720.0				I		By Trust	
0001437749-24-000549	2777262	Common Stock				34429.0	F1, F2			D		By Foundation	
0001437749-24-000549	2777263	Common Stock				7460.0				I		By LLC	
0001437749-24-000549	2777265	Common Stock				6027.0				I			
0001562180-24-000185	2655447	Common Stock, par value $0.01 per share				11421.31	F1			I		Retirement Savings	
0001437749-24-000547	2492674	Common Stock				268584.0	F2, F1			D			
0001562180-24-000184	2644720	Common Stock, par value $0.01 per share				639.48	F1			I		Retirement Savings	
0001562180-24-000183	2373775	Common Stock, par value $0.01 per share				16356.14	F1			I		Retirement Savings	
0001127602-24-000768	2714752	Common				191.86				I		Husband's 401(k) Plan	
0000950170-24-001699	2632895	Common Stock				0.0				D			
0001562180-24-000182	2460264	Common Stock, par value $0.01 per share				4910.93	F1			I		Retirement Savings	
0001562180-24-000181	2510279	Common Stock, par value $0.01 per share				542.18	F1			I		Retirement Savings	
0001415889-24-000556	2631883	Common Stock				201.0				I		By spouse	
0001562180-24-000180	2684084	Common Stock, par value $0.01 per share				6846.02	F1			I		Retirement Savings	
0001415889-24-000553	2320839	Common Stock				37322.0				I		By Trust	
0001127602-24-000765	2673620	Common				15367.45				I		401(k) Plan	
0001127602-24-000765	2673621	Common				19108.0				I		Husband's Common	
0001562180-24-000178	2502143	Common Stock, par value $0.01 per share				5495.1	F1			I		Retirement Savings	
0001127602-24-000763	2536990	Class A Common Stock				1975.0				I		AMR - RMI (Delaware)	F2
0001127602-24-000763	2536991	Class A Common Stock				14313.0				I		BTR - Class A Trust	
0001127602-24-000763	2536992	Class A Common Stock				34936.0				I		VGR - Trust	F6
0001127602-24-000763	2536989	Class A Common Stock				14160.0				I		AMR - IRA	F1
0001127602-24-000762	2743039	Class A Common Stock				4944.0				I		By Assoc II/Daughter 2	F14
0001127602-24-000762	2743040	Class A Common Stock				745.0				I		By Assoc II/Daughter 2	F15
0001127602-24-000762	2743041	Class A Common Stock				4133.0				I		By Trust (Daughter 1)	F16
0001127602-24-000762	2743042	Class A Common Stock				14931.0				I		By Assoc II/Daughter 1	F13
0001127602-24-000762	2743043	Class A Common Stock				3056.0				I		By Assoc II/Daughter 1	F14
0001127602-24-000762	2743044	Class A Common Stock				2552.0				I		By Assoc II/Daughter 1	F17
0001127602-24-000762	2743045	Class A Common Stock				1975.0				I		By Spouse/RMI (Delaware)	F18
0001127602-24-000762	2743032	Class A Common Stock				30904.0				I		By Assoc II	F7
0001127602-24-000762	2743033	Class A Common Stock				6613.0				I		By Trust	F8
0001127602-24-000762	2743034	Class A Common Stock				2191.0				I		By Trust/Daughter 1	F9
0001127602-24-000762	2743035	Class A Common Stock				2191.0				I		By Trust/Daughter 2	F10
0001127602-24-000762	2743036	Class A Common Stock				2046.0				I		By Trust (Daughter 2)	F11
0001127602-24-000762	2743037	Class A Common Stock				200.0				I		By Trust/Daughter 2	F12
0001127602-24-000762	2743038	Class A Common Stock				16738.0				I		By Assoc II/Daughter 2	F13
0001127602-24-000761	2430420	Class A Common Stock				200.0				I		By Trust/Daughter 2	F12
0001127602-24-000761	2430428	Class A Common Stock				1975.0				I		By RMI (Delaware)	F18
0001127602-24-000761	2430427	Class A Common Stock				2552.0				I		By Assoc II/Daughter 1	F17
0001127602-24-000761	2430426	Class A Common Stock				3056.0				I		By Assoc II/Daughter 1	F14
0001127602-24-000761	2430425	Class A Common Stock				14931.0				I		By Assoc II/Daughter 1	F13
0001127602-24-000761	2430415	Class A Common Stock				30904.0				I		By Assoc II/Spouse	F7
0001127602-24-000761	2430416	Class A Common Stock				6613.0				I		By Spouse/Trust	F8
0001127602-24-000761	2430417	Class A Common Stock				2191.0				I		By Trust/Daughter 1	F9
0001127602-24-000761	2430418	Class A Common Stock				2191.0				I		By Trust/Daughter 2	F10
0001127602-24-000761	2430419	Class A Common Stock				2046.0				I		By Trust (Daughter 2)	F11
0001127602-24-000761	2430421	Class A Common Stock				16738.0				I		By Assoc II/Daughter 2	F13
0001127602-24-000761	2430422	Class A Common Stock				4944.0				I		By Assoc II/Daughter 2	F14
0001127602-24-000761	2430423	Class A Common Stock				745.0				I		By Assoc II/Daughter 2	F15
0001127602-24-000761	2430424	Class A Common Stock				4133.0				I		By Trust (Daughter 1)	F16
0001127602-24-000760	2809696	Class A Common Stock				34936.0				I		VGR - Trust	F7
0001127602-24-000760	2809695	Class A Common Stock				14313.0				I		BTR-Class A Trust	F6
0001127602-24-000760	2809694	Class A Common Stock				1975.0				I		AMR - RMI (Delaware)	F2
0001127602-24-000760	2809693	Class A Common Stock				14160.0				I		AMR - IRA	F1
0000046619-24-000002	2570512	Class A Common Stock				243.0				I		By Spouse	F1
0000027996-24-000006	2511557	Common Stock				18634.55	F1			D			
0001062993-24-000371	2788667	Common Stock				4395.12				I		401(k) savings plan (01/02/2024)	
0000950170-24-001685	2471691	Common Units (Limited Partner Interests)				700.0				I		The Mike Stice Trust	
0001026655-24-000003	2539452	Common Stock				0.0				D			
0000027996-24-000004	2606035	Common Stock				14853.35	F1			D			
0000950170-24-001680	2433913	Common Units (Limited Partner Interests)				333337.0				I		Frank M Semple Revocable Trust	
0000950170-24-001680	2433915	Common Units (Limited Partner Interests)				48777.0				I		EK Holdings LLC	
0000950170-24-001680	2433914	Common Units (Limited Partner Interests)				111180.0				I		Robin Y Semple 2012 Dynasty Trust	
0002001901-24-000007	2673916	Common Stock				33945.0				D			
0000950170-24-001677	2320564	Common Units (Limited Partner Interests)				68497.0				I		By Revocable Trust	F1
0000907254-24-000008	2726127	Common Stock				8320.63				I		See footnote	F8
0000907254-24-000008	2726130	Common Stock				8440475.06				I		See footnote	F11
0000907254-24-000008	2726126	Common Stock				146218.25				I		See footnote	F7
0000907254-24-000008	2726120	Common Stock				4072.38				I		See footnote	F1
0000907254-24-000008	2726121	Common Stock				3000.0				I		See footnote	F2
0000907254-24-000008	2726131	Common Stock				153669.38	F12			I		See footnote	F13
0000907254-24-000008	2726132	Common Stock				137579.77	F14			D		401K	F15
0000907254-24-000008	2726133	Common Stock				131715.0				I		401K	F16
0000907254-24-000008	2726134	Common Stock				5978.0				I			
0000907254-24-000008	2726122	Common Stock				35062.4				I		See footnote	F3
0000907254-24-000008	2726123	Common Stock				403725.63				I		See footnote	F4
0000907254-24-000008	2726124	Common Stock				533756.26				I		See footnote	F5
0000907254-24-000008	2726129	Common Stock				357901.26				I		See footnote	F10
0000907254-24-000008	2726125	Common Stock				2773.78				I		See footnote	F6
0000907254-24-000008	2726128	Common Stock				399896.14				I		See footnote	F9
0000027996-24-000002	2359792	Common Stock				1952.0	F1			D			
0002001901-24-000006	2567119	Common Stock				0.0				D			
0001562180-24-000177	2541222	Common Stock				1770262.0	F4			I			
0001562180-24-000177	2541221	Common Stock				25089.0	F3			D		Dallas Financial Holdings, LLC	
0001562180-24-000176	2584196	Common Stock				36071.0	F3			D		Dallas Financial Holdings, LLC	
0001562180-24-000176	2584197	Common Stock				1770262.0	F4			I			
0001562180-24-000175	2707991	Common Stock				108821.0	F3			D			
0001562180-24-000174	2818821	Common Stock				247465.0	F4			I			
0001562180-24-000174	2818820	Common Stock				40102.0				I		Financial Planning Analysts Dispositive Shares	
0001562180-24-000174	2818819	Common Stock				70002.0	F3			D		Financial Planning Analysts	
0000936528-24-000022	2699278	Depositary Shares of Series A Preferred Stock	F1			20000.0				D			
0000936528-24-000018	2775219	Common Stock				13462.0				I		By 401(k)	
0000907254-24-000006	2798563	Common Shares				7466.08				D			
0001209191-24-000683	2712389	Class C Google Stock Units	F4			595049.0				D			
0001209191-24-000683	2712388	Class A Common Stock				227560.0				D			
0000907254-24-000004	2512373	Common Stock				2045.0				D		Spouse	F2
0000907254-24-000004	2512374	Common Stock				308.95	F1			I		Spouse-401K	F4
0000907254-24-000004	2512375	Common Stock				312.8	F3			I			
0000907254-24-000002	2626571	Common Shares				9112.0				D			
0001562180-24-000169	2479312	Common Stock				15964.0				D			
0001562180-24-000167	2770784	Common Stock				54439.0	F3			D			
0001562180-24-000166	2331036	Common Stock				6502.0	F3			D			
0001562180-24-000165	2642838	Common Stock				51563.0	F3			D			
0001562180-24-000164	2557439	Common Stock				39522.0	F3			D			
0001327749-24-000019	2440684	Class A Common Stock				979.0				I			
0001327749-24-000019	2440683	Class A Common Stock				779.0				D		401(k) Plan	
0001562180-24-000163	2736704	Common Stock				17176.0	F3			D			
0000921895-24-000051	2537790	Common Stock				0.0	F1			D			
0000921895-24-000050	2532584	Common Stock				0.0	F1			D			
0000950170-24-001647	2483314	Common Stock				10000.0				I		By Wife's Revocable Trust	F2
0000921895-24-000049	2377556	Common Stock				0.0	F1			D			
0001505732-24-000029	2337456	Common Stock				1500.0				D	F2		
0001505732-24-000029	2337457	Common Stock				562.0				D	F3		
0001127602-24-000741	2702717	Common Stock				104467.0				I		Abbe Investsments, Ltd.	
0001505732-24-000027	2408805	Common Stock				2740.0				D	F5		
0001505732-24-000027	2408804	Common Stock				3334.0				D	F4		
0001505732-24-000027	2408803	Common Stock				4589.0				D	F3		
0001434728-24-000030	2510996	Common Stock				9667920.0	F1			I		By Levine Investments Limited Partnership	F2
0001434728-24-000030	2510997	Common Stock				50000.0	F3			I		"By Levine Family Trust ""A"""	F4
0001505732-24-000025	2663861	Common Stock				8221.0				D	F5		
0001505732-24-000025	2663860	Common Stock				15543.0				D	F4		
0001505732-24-000025	2663859	Common Stock				12500.0				I		IRA	
0001434728-24-000028	2656933	Common Stock				50000.0	F3			I		"By Levine Family Trust ""A"""	F4
0001434728-24-000028	2656932	Common Stock				10208920.0	F1			I		By Levine Investments Limited Partnership	F2
0001505732-24-000023	2652650	Common Stock				11185.0				D	F3		
0001505732-24-000023	2652651	Common Stock				6039.0				D	F4		
0001127602-24-000735	2410190	Class A Common Stock				18707.0				I		By Brother/Proportionate membership interest in shares held by Abigail LLC	F5
0001127602-24-000735	2410189	Class A Common Stock				5755.0				I		By Spouse	F4
0001127602-24-000735	2410187	Class A Common Stock				157095.0				I		Proportionate membership interest in shares held by Abigail II, LLC	
0001127602-24-000735	2410188	Class A Common Stock				18707.0				I		Proportionate membership interest in shares held by Abigail LLC	
0001127602-24-000731	2479666	Class A Common Stock				563.0				I		Trust/RAII/Child2	F8
0001127602-24-000731	2479667	Class A Common Stock				4236.0				I			
0001127602-24-000731	2479660	Class A Common Stock				722.0				I		By Spouse	F4
0001127602-24-000731	2479661	Class A Common Stock	F5			2058.0				I		By RAII/Spouse	F6
0001127602-24-000731	2479662	Class A Common Stock				645.0				I		Trust/Child1	F7
0001127602-24-000731	2479663	Class A Common Stock				4384.0				I		Trust/RAII/Child1	F8
0001127602-24-000731	2479664	Class A Common Stock	F5			500.0				D		By RAII	F9
0001127602-24-000731	2479665	Class A Common Stock	F5			7637.0				I		Trust/Child2	F7
0001127602-24-000727	2446046	Class A Common Stock				4384.0				I		By Spouse/Co-Trustee for Child1/Trust	F6
0001127602-24-000727	2446049	Class A Common Stock				7637.0				I		By Spouse/Co-Trustee for Child2/RAII	F5
0001127602-24-000727	2446050	Class A Common Stock				4236.0				I		By Spouse/Co-Trustee for Child2/Trust	F6
0001127602-24-000727	2446051	Class A Common Stock				563.0				I			
0001127602-24-000727	2446044	Class A Common Stock				722.0				D		By RAII	F4
0001127602-24-000727	2446047	Class A Common Stock				645.0				I		By Spouse	F7
0001127602-24-000727	2446048	Class A Common Stock				500.0				I		By RAII/Spouse	F8
0001127602-24-000727	2446045	Class A Common Stock				2058.0				I		By Spouse/Co-Trustee for Child1/RAII	F5
0001437749-24-000530	2655824	Common Stock				8.0	F1, F2			I		Horizon Kinetics Asset Management LLC	
0001127602-24-000708	2545215	Common Stock				41884.0				I		By Trust	
0001127602-24-000706	2519066	Common Stock				0.0				D			
0001225208-24-000353	2435363	Class A Common Stock				24724.0				D			
0001225208-24-000353	2435362	Class A Common - Restricted Stock Units				2162.0				D			
0001437749-24-000519	2462034	Common Stock				580.0				I		Held in GST Exempt Trust	
0001437749-24-000519	2462033	Common Stock				9175.0				I		Held in Irrevocable Trust	
0000936340-24-000002	2738063	Common Stock				788.72				I		401(k)	
0001437749-24-000517	2700332	Common Stock				6196.0	F1			I		Trust Director Deferred Comp Plan	
0001437749-24-000517	2700331	Common Stock				2250.0				I		Spouse	
0001517737-24-000003	2785193	Common Stock				5346.0				I		by Trust	
0001437749-24-000515	2500211	Common Stock				119070.0				I		Family Gift Trust	
0001443984-24-000002	2800499	Common Shares				1475074.0				I		HPLP	F2
0001443984-24-000002	2800498	Common Shares				27384.08				I		By 401(K) Plan	
0001562180-24-000156	2353453	Class A Common Stock				399684.0				I		By B-29 Investments, LP	
0001562180-24-000156	2353452	Class A Common Stock				5325444.0				I		By B-29 Holdings, LP	
0001562180-24-000156	2353454	Class B common stock				7385705.0				I		By SES Legacy Holdings, LLC	
0000950170-24-001565	2408322	Common Stock Par Value $0.01 per share				56460.1	F1			D		By mother	F2
0000950170-24-001565	2408323	Common Stock Par Value $0.01 per share				75731.0				I			
0000950170-24-001564	2404611	Common Stock Par Value $0.01 per share				3192.6	F1			D			
0001654954-24-000170	2303139	Community Bancorp. Common Stock				3400.0				I		Trust	
0000950170-24-001562	2520414	Common Stock Par Value $0.01 per share				41982.97	F1			D			
0000950170-24-001561	2528569	Common Stock Par Value $0.01 per share				13541.0				I	F2		
0000950170-24-001561	2528568	Common Stock Par Value $0.01 per share				34907.79	F1			D		The Luis A. Ferre Foundation, Inc.	
0000950170-24-001560	2442489	Common Stock Par Value $0.01 per share				24875.8	F1			D			
0000950170-24-001557	2683594	Common Stock Par Value $0.01 per share				2750.0				I			
0000950170-24-001557	2683593	Common Stock Par Value $0.01 per share				3203.65	F1			D		Plaza Escorial Cinema Corp.	F2
0001214659-24-000224	2528536	Common Shares				445000.0				I		Irrevocable Trust	
0001214659-24-000224	2528535	Common Shares				1542143.0				I		Family Trust	
0001415889-24-000478	2783373	Common Stock				1281516.0				I		Voting or Investment Control	F3
0001289848-24-000008	2812964	Common Stock				1259.0				I		Through wholly owned LLC	
0001289848-24-000006	2608449	Common Stock				3855.0				I		By Family LLC	
0001209191-24-000669	2530569	Common				1511.0				D		Grandaughter #1	
0001209191-24-000669	2530568	Common				5718.0				I		Spouse IRA	
0001209191-24-000669	2530571	Common				1000.0				I			
0001209191-24-000669	2530570	Common				12053.0				D			
0001209191-24-000669	2530567	Common				8715.0				I		IRA	
0001198222-24-000003	2447442	Common Stock, par value $.01				378255.28				I		By Spouse	
0001127602-24-000680	2612306	Class A Common Stock				182110.0				I		Held by trust for the benefit of Reporting Person	
0001127602-24-000680	2612313	Class A Common Stock				607.0				I		Spouse is Trustee of CRW 2020 GST trust fbo Margo Williams	F6
0001127602-24-000680	2612312	Class A Common Stock				9961.0				I		Reporting Person?s spouse is trustee of a Trust fbo minor child.	F2
0001127602-24-000680	2612311	Class A Common Stock				1217.0				I		Child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000680	2612310	Class A Common Stock				608.0				I		Spouse is Trustee of CRW 2020 GST trust fbo Helen Williams	F5
0001127602-24-000680	2612309	Class A Common Stock				7211.0				I		Reporting Person?s spouse is trustee of a Trust fbo minor child.	F2
0001127602-24-000680	2612308	Class A Common Stock				1217.0				I		Child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000680	2612307	Class A Common Stock				608.0				I		Serves as Trustee of HRB 2020 GST trust fbo Griffin Butler	F4
0001127602-24-000680	2612305	Class A Common Stock				2647.0				I		Reporting Person serves as Trustee of GSTs for the benefit of Clara R. Williams	
0001127602-24-000680	2612304	Class A Common Stock				607.0				I		Serves as Trustee of HRB 2020 GST trust fbo Clara Butler	F3
0001127602-24-000680	2612303	Class A Common Stock				165124.0				I		proportionate partnership interest shares held by AMR Associates LP	
0001127602-24-000679	2612711	Class A Common Stock				608.0				I		Serves as Trustee of CRW 2020 GST trust fbo Helen Williams	F2
0001127602-24-000679	2612712	Class A Common Stock				1217.0				I		Child's proportionate partnership interest shares held by AMR Associates LP	F2
0001127602-24-000679	2612705	Class A Common Stock				607.0				I		Spouse is Trustee of HRB 2020 GST trust fbo Clara Butler	F3
0001127602-24-000679	2612706	Class A Common Stock				2647.0				I		Spouse serves as Trustee of GSTs for the benefit of Clara R. Williams	F2
0001127602-24-000679	2612707	Class A Common Stock				182110.0				I		Held by trust for the benefit of Reporting Person's Spouse	F2
0001127602-24-000679	2612708	Class A Common Stock				608.0				I		Spouse is Trustee of HRB 2020 GST trust fbo Griffin Butler	F2
