ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-24-010825	2681774	Common Stock				110236.0				I		By Trust	
0001127602-24-010825	2681775	Common Stock				10461.0				I		Indirect holdings through 401(k) Plan	
0001104659-24-036770	2474777	Common Stock				6827.0				I		By wife	
0000706129-24-000029	2435358	Common Stock				2676.0	F2			I		By Thrift Plan	
0000706129-24-000029	2435359	Common Stock				590.0				I		By SERP	
0001562180-24-002886	2375859	Common Stock				10335.0				I		See Footnote	F4
0001127602-24-010823	2441495	Common Stock				570.0				I		Indirect holding through 401 (k) Plan	
0000950170-24-034264	2691506	Common Stock				10000.0				I		See Footnote	F3
0000950170-24-034264	2691507	Common Stock				10000.0				I		See Footnote	F4
0001453687-24-000043	2625119	Common Stock				7471625.0				D		By wife	
0001453687-24-000043	2625120	Common Stock				86418.0				I			
0000706129-24-000027	2669504	Common Stock				26612.0	F1			I		By Thrift Plan	
0000706129-24-000027	2669505	Common Stock				14909.0				I		By SERP	
0001127602-24-010821	2615452	Common Stock				2724.0				I		Indirect holding through 401(k) Plan	
0000706129-24-000025	2572975	Common Stock				19439.0				I		By SERP	
0000706129-24-000025	2572974	Common Stock				19558.0	F1			I		By Thrift Plan	
0001127602-24-010819	2640845	Common Stock				5506.0				I		Indirect holding through 401(k) Plan	
0001127602-24-010819	2640844	Common Stock				2500.0				I		By Spouse	
0000706129-24-000023	2797522	Common Stock				51810.0	F1			I		By Thrift Plan	
0001415889-24-008760	2564033	Common Stock, $0.01 par value				1338.0				I		By spouse in trust	F4
0001158449-24-000074	2463256	Common Stock				3000.0				D			
0001529274-24-000061	2491704	Common Stock				678232.0				I		See footnote	F5
0000913144-24-000076	2561689	Common Stock				1079.0				I		by Partnership	F3
0001225208-24-004350	2354518	Common Stock				933.34	F2			I		By Employee Benefit Plan	
0001225208-24-004347	2645226	Common Stock				680.0	F2			I		By Employee Benefit Plan	
0001225208-24-004345	2774029	Common Stock				2345.23	F2			I		By Employee Benefit Plan	
0001839998-24-000013	2648400	Class B Common Stock				63857.0				I		Stephen G. Divers, M.D., Trustee FBO Fred Divers Family Trust	
0001839998-24-000013	2648399	Class A Common Stock				37499.0				I		Divers Investments, LLC	
0001127602-24-010817	2625927	Common Stock				4796.4				D			
0001610717-24-000171	2368622	Common Stock				35424.0				I		Trust	F4
0001610717-24-000171	2368623	Common Stock				35424.0				I		Trust	F5
0001610717-24-000171	2368624	Common Stock				327547.0				I		Trust	F6
0001127602-24-010815	2574752	401k Plan				2742.0				I		401k Plan	
0001127602-24-010815	2574753	Common Stock/ Serp				8785.0				D			
0000015615-24-000037	2699109	Common Stock				1280688.0				I		Indirect	F2
0000015615-24-000037	2699111	Common Stock				276000.0				I		Indirect	F4
0000015615-24-000037	2699110	Common Stock				425000.0				I		Indirect	F3
0001127602-24-010813	2612121	Common Stock/ Serp				59366.0				D			
0001127602-24-010813	2612120	Common Stock/ Deferred Compensation				15945.0				D			
0001127602-24-010811	2400680	Common Stock				11688.0				D		IRA	
0001127602-24-010811	2400681	Common Stock				25791.0				I		By THL Investments, LLC	
0001127602-24-010811	2400682	Common Stock				357.0				I			
0001127602-24-010810	2758765	Common Stock/ Serp				22858.0				D			
0001127602-24-010810	2758764	401k Plan				519.0				I		401k Plan	
0000015615-24-000035	2812258	Common Stock				7966.24				I		By 401(k) Plan	
0001127602-24-010807	2376082	401k Plan				478.0				I		401(K) Plan	
0001127602-24-010807	2376083	Common Stock/ Serp				980.0				D			
0001415889-24-008758	2442614	Common Stock				65459.0				I		By Family Trust	
0001021771-24-000079	2771851	Common Stock				12136.0				I		IRA	
0000015615-24-000033	2326063	Common Stock				11945.39				I		By 401(k) Plan	
0001127602-24-010805	2434659	401k Plan				3010.0				I		401k Plan	
0001127602-24-010805	2434660	Common Stock/ Serp				13467.0				D			
0001127602-24-010805	2434658	Common Stock				348.0				I		By Wife	
0001127602-24-010803	2751516	Common Stock/ Serp				3262.0				D			
0001127602-24-010803	2751515	401k Plan				3419.0				I		401k Plan	
0001127602-24-010801	2511789	Common Stock				0.0				D			
0001127602-24-010799	2400789	401k Plan				904.0				I		401k Plan	
0001127602-24-010799	2400790	Common Stock/ Serp				4834.0				D			
0001127602-24-010795	2372415	Common Stock				29829.0				D			
0001214659-24-004893	2705188	Common Stock				78870.01	F1			D		By Gould Investors L.P. pension trust	
0001214659-24-004893	2705189	Common Stock				19438.0	F2			I		By REIT Mgt. Corp. pension and profit sharing trusts	
0001214659-24-004893	2705192	Common Stock				2365.53	F1, F5			I			
0001214659-24-004893	2705191	Common Stock				4169.0	F4			I		As custodian for child pursuant to UGMA	
0001214659-24-004893	2705190	Common Stock				155033.0	F3			I		By BRT Apartments Corp. Pension Trust	
0000950170-24-034201	2680478	Class A Common Stock				4000.0				D			
0001127602-24-010791	2785659	Common Stock				200.0				D			
0001127602-24-010786	2736723	Common Stock				600.0				I		Chickasaw Partners 401(K)	
0001127602-24-010786	2736724	Common Stock				800.0				I		Spouse	
0001127602-24-010786	2736725	Common Stock				200.0				I		Spouse	
0001127602-24-010786	2736726	Common Stock				28627.0				D		IRA	
0001127602-24-010786	2736731	Common Stock				500.0				I			
0001127602-24-010786	2736728	Common Stock				3000.0				I		Green Meadows, LLC	
0001127602-24-010786	2736729	Common Stock				4000.0				I		IRA, Spouse	
0001127602-24-010786	2736730	Common Stock				500.0				I		by Self as Trustee for MRS Trust FBO Reid Sanders Jr	
0001127602-24-010786	2736727	Common Stock				6000.0				I		Trustee, CAS and WRS GST Trust	
0001562180-24-002874	2779632	Common Stock				204059.0				D			
0000950170-24-034186	2451192	Ordinary Shares				0.0				D			
0001214659-24-004888	2793300	Common Stock				19438.0	F2			I		By REIT Mgt. Corp. pension and profit sharing trusts	
0001214659-24-004888	2793302	Common Stock				4169.0	F4			I		As custodian for children pursuant to UGMA	
0001214659-24-004888	2793303	Common Stock				6434.2	F1			I			
0001214659-24-004888	2793299	Common Stock				66544.66	F1			D		By Gould Investors L.P. pension trust	
0001214659-24-004888	2793301	Common Stock				155033.0	F3			I		By BRT Apartments Corp. Pension Trust	
0001127602-24-010783	2379768	Common Stock				1603.0				D			
0001127602-24-010782	2546502	Common Stock				115840.0				I		By LLC BE	F8
0001127602-24-010782	2546503	Common Stock				171323.0				I		By LLC BN	F8
0001127602-24-010782	2546507	Common Stock				171324.0				I		By LLC ZN	F8
0001127602-24-010782	2546505	Common Stock				171324.0				I		By LLC NN	F8
0001127602-24-010782	2546506	Common Stock				115840.0				I		By LLC ZE	F8
0001127602-24-010782	2546504	Common Stock				115840.0				I		By LLC NE	F8
0001104659-24-036710	2364334	Common Stock				23992.0				D		By Warren B. Kanders Roth IRA	
0001104659-24-036710	2364336	Common Stock				23450.0				I			
0001104659-24-036710	2364335	Common Stock				1305650.0				I		By Allison Kanders Roth IRA	F5, F2
0000950170-24-034182	2641921	Ordinary Shares				0.0				D			
0001104659-24-036707	2301372	Common Stock				252701.0				I		See Footnote	F3, F5
0001104659-24-036707	2301373	Common Stock				84231.0				I		See Footnote	F4, F5
0001104659-24-036707	2301371	Common Stock				587620.0				I		See Footnote	F2, F5
0001099219-24-000099	2770940	Common Stock				17300.0				I		By 2023 GRAT	
0001099219-24-000099	2770939	Common Stock				7900.0				I		By 2022 GRAT	
0000920112-24-000061	2770270	Common Stock				5352.0				I		401(k)	
0001062993-24-006878	2509773	Common Stock				863347.0				I	F1		
0001062993-24-006878	2509772	Common Stock				1198296.0				D		By Family Trust #1	
0001723596-24-000143	2657272	Common Stock				53205.0				D		By 401(k)	
0001723596-24-000143	2657273	Common Stock				17130.0				I		By ESOP	
0001723596-24-000143	2657274	Common Stock				6451.0				I		By SERP	
0001723596-24-000143	2657275	Common Stock				6602.0				I		By SIM	
0001723596-24-000143	2657276	Common Stock				4214.0				I		By Stock Award	F2
0001723596-24-000143	2657277	Common Stock				7693.0				I		By Stock Award II	F3
0001723596-24-000143	2657278	Common Stock				16537.0				I		By Stock Award III	F4
0001723596-24-000143	2657279	Common Stock				13165.0				I			
0000920112-24-000060	2652667	Common Stock				265.0				I		Pension Plan	
0000920112-24-000060	2652666	Common Stock				432.01				I		IRA	
0000920112-24-000060	2652668	Common Stock				919.0				I		401 (k)	
0001723596-24-000142	2568513	Common Stock				45.0				I		By SIM	
0001723596-24-000142	2568514	Common Stock				14.0				I		By Stock Award	F2
0001723596-24-000142	2568516	Common Stock				8527.0				I		By Stock Award III	F4
0001723596-24-000142	2568515	Common Stock				1298.0				I		By Stock Award II	F3
0001723596-24-000142	2568517	Common Stock				7597.0				I			
0001723596-24-000142	2568511	Common Stock				649.0				D		By ESOP	
0001723596-24-000142	2568512	Common Stock				982.0				I		By SERP	
0001723596-24-000141	2809588	Common Stock				5933.0				I		By Stock Award	F2
0001723596-24-000141	2809589	Common Stock				26827.0				I		By Stock Award II	F3
0001723596-24-000141	2809590	Common Stock				52093.0				I		By Stock Award III	F4
0001723596-24-000141	2809591	Common Stock				55293.0				I			
0001723596-24-000141	2809586	Common Stock				30157.0				I		By SIM	
0001723596-24-000141	2809583	Common Stock				203390.0				D		By 401(k)	
0001723596-24-000141	2809585	Common Stock				6451.0				I		By SERP	
0001723596-24-000141	2809584	Common Stock				40946.0				I		By ESOP	
0001723596-24-000141	2809587	Common Stock				41572.0				I		By Spouse	
0001723596-24-000140	2699464	Common Stock				1948.0				I		By SERP	
0001723596-24-000140	2699465	Common Stock				500.0				I		By Stock Award	F2
0001723596-24-000140	2699463	Common Stock				3229.0				D		By ESOP	
0001723596-24-000140	2699467	Common Stock				8503.0				I			
0001723596-24-000140	2699466	Common Stock				12392.0				I		By Stock Award II	F3
0001723596-24-000139	2737916	Common Stock				13824.0				I			
0001723596-24-000139	2737915	Common Stock				17364.0				I		By Stock Award III	F4
0001723596-24-000139	2737914	Common Stock				6347.0				I		By Stock Award II	F3
0001723596-24-000139	2737913	Common Stock				4683.0				I		By Stock Award	F2
0001723596-24-000139	2737912	Common Stock				5854.0				I		By SIM	
0001723596-24-000139	2737911	Common Stock				5514.0				I		By SERP	
0001723596-24-000139	2737910	Common Stock				57483.0				D		By ESOP	
0001723596-24-000138	2640273	Common Stock				982.0				I		By SERP	
0001723596-24-000138	2640271	Common Stock				894.0				D		By 401(k)	
0001723596-24-000138	2640272	Common Stock				612.0	F2			I		By ESOP	
0001723596-24-000138	2640274	Common Stock				117.0				I		By Stock Award	F3
0001723596-24-000138	2640275	Common Stock				3043.0				I		By Stock Award II	F4
0001723596-24-000138	2640277	Common Stock				12343.0				I			
0001723596-24-000138	2640276	Common Stock				11628.0				I		By Stock Award III	F5
0001127602-24-010773	2761822	Common Stock				42495.0				I		by Family Trust	
0001127602-24-010772	2443177	Common Stock/ Deferred Compensation				3147.0				D			
0001127602-24-010771	2726315	Common Stock				10000000.0				I	F8	By Marc Benioff Fund LLC	
0001127602-24-010770	2664824	Common Stock				3743.0				D			
0000950170-24-034165	2475373	No securities are beneficially owned				0.0				D			
0001628280-24-012212	2671517	Class A Common Stock				13274.0				I		by Deerhaven Fund LP.	
0000950170-24-034155	2373090	Common Stock				1000.0				I		Rieger Living Trust DTD 1/20/2017	
0000920112-24-000051	2532857	Common Stock				1788.38				D			
0000950170-24-034154	2481016	Common Stock				19000.0				I		By IRA	
0001493152-24-010661	2383098	Common Stock				253693.0				I		See footnote	F2
0001493152-24-010661	2383097	Common Stock				590816.0				I		See footnote	F1
0000920112-24-000049	2722824	Common Stock				1000.0				D			
0001209191-24-004982	2642341	Common Stock				330.0				I		By Spouse	
0000920112-24-000048	2502934	Common Stock				811.0				D			
0001127602-24-010754	2390383	Common Stock				6240.0				D			
0001209191-24-004978	2695588	Common Stock				496004.0				I		By Partnership	F4
0001209191-24-004978	2695589	Common Stock				448310.0				I		By Partnership	F5
0001104659-24-036665	2482479	Common Stock				5850.0				I		IRA	
0001104659-24-036665	2482478	Common Stock				321821.0				I		FSH Seed Capital Vehicle I LLC	F2
0001104659-24-036665	2482480	Common Stock				401733.0				I		MCFDA SCV LLC	F3
0001437749-24-008678	2781421	Common Stock				82173.0				D			
0001127602-24-010751	2451215	Common Stock				68386.32	F1			D			
0001437749-24-008677	2394276	Common Stock				6344.0				D			
0001437749-24-008675	2476214	Common Stock				4999.0				D			
0001437749-24-008674	2465319	Common Stock				580.0				I			
0001437749-24-008674	2465317	Common Stock				9175.0				I		Held in Irrevocable Trust	
0001437749-24-008674	2465318	Common Stock				11455.0				D		Held in GST Exempt Trust	
0000024090-24-000042	2376061	Citizens, Inc. Class A Common Stock				0.0				D			
0000076282-24-000016	2498359	Common Stock				5500.0				I		By Family Trust	
0001209191-24-004972	2383788	Common Stock				600.0				I		Held by Spouse	
0002016009-24-000003	2456669	Common Stock				9000000.0				I			
0002016009-24-000003	2456668	Common Stock				15000000.0				D		As CEO of Heilongjiang Chuangyi Agriculture Company Ltd.	
0001127602-24-010749	2485586	Common Stock				28763.12				I		By 401K Plan	
0001127602-24-010748	2693542	Common Stock				60838.63				I		By 401K Plan	
0001127602-24-010747	2729623	Common Stock				12635.85				I		By 401K Plan	
0001127602-24-010746	2774755	Common Stock				874.63				I		As custodian for child	
0001127602-24-010746	2774756	Common Stock				84278.38				I		By 401K Plan	
0001127602-24-010745	2373034	Common Stock				12566.6				I		By 401K Plan	
0001127602-24-010744	2437668	Common Stock				84094.05				I		By 401K Plan	
0001415889-24-008734	2484761	Common Stock				3166.0	F1			D			
0001127602-24-010743	2643985	Common Stock				78537.36				I		By 401K Plan	
0002016009-24-000001	2759056	Common Stock				516000.0				D			
0001127602-24-010741	2684613	Common Stock				2124.49	F1			D			
0000067887-24-000024	2662639	Class B Common	F4			895.0				I		401 (k)	
0001437749-24-008628	2765892	Common Stock				100.0				I		Child	
0000022444-24-000056	2554334	Common Stock				0.0				D			
0000074303-24-000091	2680342	Common Stock				0.0				D			
0001775278-24-000003	2719877	Common Stock				29995.0	F1			D			
0001043337-24-000069	2767980	Common Shares, without par value				5573.0				D			
0000707549-24-000058	2818760	Common Stock				236.71				I		By 401(k)	
0000950170-24-034040	2403035	Common Stock				11345.0				I		Restricted Stock Award	
0000950170-24-034040	2403036	Common Stock				140.0	F1			I		Restricted Stock Award	
0000950170-24-034040	2403038	Common Stock				120.0	F3			I		Restricted Stock Award	
0000950170-24-034040	2403039	Common Stock				560.0	F4			I		Restricted Stock Award	
0000950170-24-034040	2403040	Common Stock				700.0	F5			I			
0000950170-24-034040	2403034	Common Stock				39747.0				D		Spouse IRA	
0000950170-24-034040	2403037	Common Stock				280.0	F2			I		Restricted Stock Award	
0001437749-24-008618	2790525	Common Stock				1472.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001437749-24-008618	2790528	Common Stock				60.0	F1			I		Spouse	
0001437749-24-008618	2790527	Common Stock				5549.0	F1			I		CDK Fund Ltd	
0001437749-24-008618	2790526	Common Stock				2484.0	F1			I		CDK Partners LP	
0001437749-24-008617	2302455	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0001654954-24-003415	2806628	Common Shares				1000.0				I		Donald W. Henry Trust	F3
0001654954-24-003415	2806629	Common Shares				1000.0				I		Jean V. Henry Trust	F4
0002016145-24-000002	2733942	Common Stock				4000.0				D			
0001127602-24-010739	2419713	Common Stock				1830.2				I		By 401(k) Plan	F1
0001127602-24-010738	2410179	Common Stock				6645.92				I		By 401(k) Plan	F1
0001010412-24-000001	2597159	Common Stock				16250000.0				D			
0001127602-24-010734	2806761	Common Stock				2102.59				I		By 401(k) Plan	F1
0001127602-24-010732	2795426	Common Stock				651619.0				I		By Avanti Holdings, LLC	F3
0001289848-24-000081	2306037	Common Stock				3855.0				I		By Family LLC	
0001127602-24-010730	2503027	Common Stock				195042.0				I		By Hilton Family Trust	F2
0001127602-24-010728	2388536	Class A Common Stock				108844.0				I		Proportionate Membership interest in shares held by Abigail LLC	
0001127602-24-010728	2388537	Class A Common Stock				61138.0				I		Proportionate membership interest in shares held by Corky LLC	
0001127602-24-010725	2562042	Common Stock				1717.32				I		By 401(K)	F1
0001415889-24-008713	2540570	Common Stock				181623.0				I		As Trustee of John Florsheim Family Trust	
0001415889-24-008713	2540571	Common Stock				94619.0				I		Held in 2018 Irrevocable Trust	
0001415889-24-008713	2540569	Common Stock				268779.0				I		As Trustee for Children	
0001415889-24-008713	2540568	Common Stock				52113.0				I		By Wife	
0001415889-24-008713	2540567	Common Stock				789464.0				D			
0001415889-24-008711	2691423	Common Stock				77688.0				I		By Wife	
0001415889-24-008711	2691422	Common Stock				2500.0				D			
0000715579-24-000035	2752623	ACNB Corporation Common				1052.0				I		Spouse	
0000715579-24-000035	2752622	ACNB Corporation Common				1097.72	F3			I		Trust	
0000715579-24-000034	2544537	ACNB Corporation Common				11926.6	F3			I		Trust	
0001213900-24-024188	2460337	Common Stock				3456.0				D			
0001628280-24-012075	2693208	Common Stock				15540.0				I		By Trust	
0001104659-24-036365	2623039	Class A Common Stock				14397.0				I		See Footnote	F5
0001628280-24-012071	2498009	Common Stock				12.0				I		By Managed Account	
0001628280-24-012057	2637492	Class A Common Stock				7849625.0				I		By Ares Owners Holdings L.P.	F14
0001628280-24-012054	2567063	Class A Common Stock				1105052.0				I		By Ares Owners Holdings L.P.	F13
0001628280-24-012051	2745391	Class A Common Stock				1180052.0				I		By Ares Owners Holdings L.P.	F13
0001628280-24-012048	2698307	Class A Common Stock				1375000.0	F10			D			
0001104659-24-036349	2747447	Common Stock				14500.0	F7			I		By Spouse	
0001140361-24-014226	2514122	Common Stock				76441.0	F4			D			
0001104659-24-036345	2337225	Common Stock				46595.0				I		See footnote	F4
0001104659-24-036345	2337226	Common Stock				1541667.0				I		See footnote	F5
0001747079-24-000030	2763593	Common Stock				18000.0				I		By Trust	
0001747079-24-000029	2343789	Common Stock				447.0				I		Spouse	
0001104659-24-036332	2470395	Common Stock				36500.0				D		See Footnote	F2
0001104659-24-036332	2470396	Common Stock				82392.0				I			
0000950170-24-033916	2755231	Class A Common Stock				2000000.0				I		Directly held by General Catalyst Group XI - Endurance, L.P.	F5
0000910073-24-000085	2330442	No securities are beneficially owned				0.0				D			
0000950170-24-033914	2477466	Class A Common Stock				47826.0				I		Directly held by the Taneja Heritage Trust	
0000950170-24-033914	2477465	Class A Common Stock				593028.0				I		Directly held by the Hemant Taneja and Jessica Schantz Taneja Revocable Trust, dated 4/19/12	
0000950170-24-033914	2477467	Class A Common Stock				2000000.0				I		Directly held by General Catalyst Group XI - Endurance, L.P.	F5
0001562180-24-002862	2465701	Class A Common Stock				788148.0				D			
0001104659-24-036330	2328524	Class A Common Stock				121450.0	F3			I		See footnote	F4
0001104659-24-036329	2533528	Common units representing limited partner interests				2172.0				I			
0001104659-24-036329	2533527	Common units representing limited partner interests				10000.0				I		See footnote	F6
0001104659-24-036329	2533525	Common units representing limited partner interests				470058.0				D		See footnote	F4
0001104659-24-036329	2533526	Common units representing limited partner interests				27999.0				I		See footnote	F5
0001451809-24-000074	2604356	Common Stock				36781.0				I		See Footnote	F5
0001451809-24-000074	2604358	Common Stock				1809.0				I		See Footnote	F7
0001451809-24-000074	2604357	Common Stock				1809.0				I		See Footnote	F6
0001628280-24-012007	2724406	Class A-1 Common Stock				1900.0				I		By daughter (S. Rubenstein)	
0001628280-24-012007	2724407	Class A-1 Common Stock				1900.0				I		By daughter (E. Rubenstein)	
0001309108-24-000089	2485406	Common Stock				18277.0				I		By husband	
0001309108-24-000089	2485407	Common Stock				1693.0				I		FBC Irrevocable Trust	F2
0001309108-24-000089	2485408	Common Stock				1692.0				I		BDC Irrevocable Trust	F2
0001309108-24-000089	2485409	Common Stock				1693.0				I		GMC Irrevocable Trust	F2
0001127602-24-010723	2599711	Common Stock				367.56				I		Gallagher 401(k) plan account	
0001127602-24-010721	2475575	Common Stock				243.28				I		Gallagher 401(k) plan account	
0001127602-24-010719	2616526	Common Stock (restricted)				700.0				I		By Spouse	
0001127602-24-010719	2616527	Common Stock				367.58				I		Gallagher 401(k) plan account	
0000950170-24-033895	2682041	Class A Common Stock				396731.0				I		By trust	F4
0001104659-24-036309	2425464	Common Stock				607317.0				I		See Footnote	F1
0001704711-24-000030	2747257	CLASS A COMMON STOCK				17117.0				D			
0000950170-24-033893	2604560	Common Stock				155000.0	F1, F2, F3			D			
0001048477-24-000038	2358073	Common Stock				100.0				I		Shares held as UTMA custodian for child 2	
0001048477-24-000038	2358072	Common Stock				100.0				I		Shares held as UTMA custodian for child 1	
0001048477-24-000038	2358071	Common Stock				247333.0				I		Shares held by Jean-Jacques Bienaime Family Trust	
0001127602-24-010717	2637398	Common Stock				118440.0				I		By wife as trustee	F3, F2
0001127602-24-010717	2637397	Common Stock				32428.0				I		By wife	
0001127602-24-010717	2637399	Common Stock				367.59				I		Gallagher 401(k) plan account	
0001127602-24-010717	2637396	Common Stock				66709.0				I		By Irrevocable Trust	
0001127602-24-010717	2637395	Common Stock				62295.0				I		By grantor retained annuity trust	
0000950170-24-033890	2431001	Common Stock				19736.0				I		By Casa Alameda 2007, LLC	F1
0000950170-24-033889	2433223	Common Stock				100000.0	F1			D			
0001127602-24-010715	2589601	Common Stock				367.58				I		Gallagher 401(k) plan account	
0000950170-24-033886	2768097	Common Stock				362721.0	F4, F2, F3, F1, F5			D			
0001562180-24-002856	2304120	Common Stock				9002.0				I		Trust	F3
0001415889-24-008688	2686975	Class A Common Stock				1125612.0	F3			I		See footnote	F7
0000950170-24-033880	2729081	Common Stock				1300069.0	F2, F1, F4, F3, F5			D			
0001127602-24-010713	2396081	Common Stock				367.56				I		Gallagher 401(k) plan account	
0000927066-24-000065	2545166	Common Stock				15000.0				I		By Spousal Lifetime Access Trust	
0000927066-24-000065	2545165	Common Stock				62893.0				I		By John Nehra Revocable Trust UAD 9/23/2009	
0000927066-24-000063	2394894	Common Stock				7047.0				I		By Charles G. Berg 2016 Family Trust U/A DTD 02/05/2016.	
0000950170-24-033869	2504920	Common Stock				2704335.0	F1			D		By Trust 1	F2
0000950170-24-033869	2504923	Common Stock				875000.0				I			
0000950170-24-033869	2504922	Common Stock				875000.0				I		By Trust 3	F4
0000950170-24-033869	2504921	Common Stock				7105545.0				I		By Trust 2	F3
0001127602-24-010711	2516520	Common Stock				367.58				I		Gallagher 401(k) plan account	
0000927066-24-000057	2381910	Common Stock				15618.0				I		Marc J. Desoer and Barbara J. Desoer 1998 Trust dated September 7, 1998	
0001415889-24-008679	2335235	Class A Common Stock				215578.0	F10			I		See footnote	F11
0000950170-24-033864	2814109	Common Stock				750000.0				I		By 2022 Trust 2	F7
0000950170-24-033864	2814108	Common Stock				1000000.0				I		By 2022 Trust 1	F6
0000950170-24-033864	2814107	Common Stock				1000000.0				I		By 2021 Trust 2	F5
0000950170-24-033864	2814106	Common Stock				1000000.0				I		By 2021 Trust 1	F4
0000950170-24-033864	2814105	Common Stock				4526315.0				I		By Trust	F3
0000950170-24-033864	2814104	Common Stock				2704335.0	F1			D		By Living Trust	F2
0000950170-24-033864	2814110	Common Stock				750000.0				I			
0001127602-24-010709	2816314	Common Stock				23448.0				I		By Spouse's Trust	F2
0001127602-24-010709	2816319	Common Stock				367.58				I		Gallagher 401(k) plan account	
0001127602-24-010709	2816318	Common Stock				219175.0				I		By Trust	F4
0001127602-24-010709	2816317	Common Stock				271525.0				I		By Spouse	F3
0001127602-24-010709	2816316	Common Stock				66703.0				I		By Irrevocable Trust	
0001127602-24-010709	2816315	Common Stock				255965.0				I		By Corporation	
0001104659-24-036299	2732074	Common Stock				600.0				I		By Spouse	
0001415889-24-008672	2728842	Class A Common Stock				76800.0				I		See footnote	F5
0001415889-24-008672	2728840	Class A Common Stock				539921.0	F1			I		See footnote	F3
0001415889-24-008672	2728841	Class A Common Stock				19200.0				I		See footnote	F4
0001415889-24-008669	2552928	Class A Common Stock				443382.0	F1			I		See footnote	F3
0001415889-24-008669	2552930	Class A Common Stock				76800.0				I		See footnote	F5
0001415889-24-008669	2552929	Class A Common Stock				19200.0				I		See footnote	F4
0001127602-24-010707	2505270	Common Stock				367.58				I		Gallagher 401(k) plan account	
0001127602-24-010707	2505269	Common Stock				3165.0				I		By Spouse	F2
0001127602-24-010705	2383605	Common Stock				287.61				I		Gallagher 401(k) plan account	
0001469367-24-000057	2576399	Common Stock				1600000.0				I		See Footnote	F4
0001415889-24-008663	2633395	Common Stock				572494.0				I		by DFT L.L.C.	
0001415889-24-008662	2683941	Air Lease Corporation - Class A Common Stock				4100.0				I		See footnote	F1
0001415889-24-008662	2683942	Air Lease Corporation - Class A Common Stock				4100.0				I		See footnote	F1
0001104659-24-036294	2596398	Common Stock (Restricted)				50000.0	F1			D			
0000950170-24-033836	2521107	Common Stock				10000.0				I		By the Harder Family Living Trust, dated May 26, 2000	
0000950170-24-033836	2521108	Common Stock				9788.0				I		By Millennium Trust Co. LLC Custodian FBO Gerald T. Harder IRA	
0001640147-24-000085	2458936	Class A Common Stock				120000.0				I		Trust	F4
0001640147-24-000085	2458935	Class A Common Stock				541896.0				I		Trust	F3
0001640147-24-000083	2693107	Class A Common Stock				2755.0				I		Trust	F7
0001640147-24-000083	2693106	Class A Common Stock				2755.0				I		Trust	F6
0001640147-24-000083	2693104	Class A Common Stock				17617.0				I		Trust	F4
0001640147-24-000083	2693103	Class A Common Stock				17617.0				I		Trust	F3
0001640147-24-000083	2693108	Class A Common Stock				2755.0				I		Trust	F8
0001640147-24-000083	2693109	Class A Common Stock				34364.0				I		Spouse	
0001640147-24-000083	2693111	Class A Common Stock				560493.0				I		Trust	F10
0001640147-24-000083	2693110	Class A Common Stock				137515.0				I		Trust	F9
0001640147-24-000083	2693105	Class A Common Stock				17617.0				I		Trust	F5
0001562180-24-002852	2751839	Common Stock				2406.0				I		401k	
0001321732-24-000038	2616848	Common Stock				300.0				I		By Spouse's IRA	F4
0000950170-24-033827	2693490	Common Stock				540746.0				I		By The Steven and Patricia Brown Family Trust, dated March 19, 1998	
0001562180-24-002851	2311893	Common Stock				3706.0				I		401k	
0001562180-24-002850	2357435	Common Stock				1531.0				I		IRA	
0001562180-24-002849	2615599	Common Stock				1903.0				I		401k	
0001562180-24-002848	2557558	Common Stock				2120.0				I		401k	
0001562180-24-002847	2569973	Common Stock				1949.0				I		401k	
0001476840-24-000029	2543335	Class A Common Stock				127711.0				D			
0001640147-24-000077	2676795	Class A Common Stock				16300.0				I		Trust	F6
0001640147-24-000077	2676796	Class A Common Stock				83014.0				I		Foundation	F7
0001640147-24-000077	2676798	Class A Common Stock				432146.0				I		Trust	F9
0001640147-24-000077	2676797	Class A Common Stock				335146.0				I		Trust	F8
0001640147-24-000075	2761197	Class A Common Stock				4949205.0				I		Trust	F4
0000950170-24-033812	2517387	Common Stock				51819.0				I		By The Kyle and Amy Brown Family Trust, dated February 4, 2019	
0000950170-24-033812	2517388	Common Stock				10825.0				I		By KBIZ Corp.,which Mr. K. Brown solely owns and controls	
0001415889-24-008659	2635368	Class A Common Stock				616289.0				I		See footnote	F2
0001640147-24-000073	2496719	Class A Common Stock				100000.0				I		2023 GRAT	F7
0001640147-24-000073	2496718	Class A Common Stock				75307.0				I		2022 GRAT	F6
0001640147-24-000073	2496717	Class A Common Stock				58568.0				I		LLC	F5
0001843104-24-000008	2380081	Class B Common Stock				500000.0				I		By GRAT	F3
